model,idx,label,pred,correct,conf_top1,top5_idx,top5_probs,mask_area
cm-nosal,14,0,0,1,0.9806408882141113,"[0, 420, 99, 947, 910]","[0.9806408882141113, 0.0034208197612315416, 0.0014966832241043448, 0.0010388148948550224, 0.0005420523812063038]",0.10237866640090942
cm-nosal,15,0,0,1,0.8760702013969421,"[0, 391, 390, 103, 114]","[0.8760702013969421, 0.04690694808959961, 0.014080782420933247, 0.01051796693354845, 0.008061959408223629]",0.21223466098308563
cm-nosal,16,0,0,1,0.9987139701843262,"[0, 389, 608, 114, 835]","[0.9987139701843262, 0.00024741044035181403, 0.00013419325114227831, 7.956702029332519e-05, 3.818825643975288e-05]",0.2314026653766632
cm-nosal,17,0,0,1,0.9995519518852234,"[0, 56, 391, 824, 39]","[0.9995519518852234, 0.00013030361151322722, 5.584276732406579e-05, 2.2631866158917546e-05, 1.463691660319455e-05]",0.23932266235351562
cm-nosal,18,0,0,1,0.9998490810394287,"[0, 389, 987, 106, 48]","[0.9998490810394287, 9.573738498147577e-05, 7.070224455674179e-06, 5.42566067451844e-06, 4.97861037729308e-06]",0.1475733369588852
cm-nosal,19,0,0,1,0.6450740098953247,"[0, 295, 395, 137, 64]","[0.6450740098953247, 0.01632406935095787, 0.015762273222208023, 0.01458481140434742, 0.01306695956736803]",0.04277333244681358
cm-nosal,20,0,0,1,0.35190242528915405,"[0, 937, 329, 1, 992]","[0.35190242528915405, 0.08836020529270172, 0.0570731945335865, 0.05450207740068436, 0.048177286982536316]",0.028575999662280083
cm-nosal,21,0,391,0,0.5960617065429688,"[391, 114, 679, 0, 395]","[0.5960617065429688, 0.1990455687046051, 0.079187773168087, 0.0655190646648407, 0.004938156343996525]",0.20314666628837585
cm-nosal,22,0,0,1,0.9854145050048828,"[0, 391, 389, 61, 30]","[0.9854145050048828, 0.005673110485076904, 0.0016864081844687462, 0.0005758845363743603, 0.0005322361830621958]",0.18908266723155975
cm-nosal,23,0,0,1,0.9875239133834839,"[0, 389, 113, 30, 394]","[0.9875239133834839, 0.005250575020909309, 0.0009645811514928937, 0.0008805263787508011, 0.0006971910479478538]",0.13635733723640442
cm-nosal,24,0,0,1,0.9999712705612183,"[0, 389, 48, 952, 391]","[0.9999712705612183, 1.1614064533205237e-05, 3.730457592610037e-06, 1.6668975604261504e-06, 1.1818257235063356e-06]",0.20506666600704193
cm-nosal,25,0,0,1,0.7835139036178589,"[0, 395, 394, 348, 345]","[0.7835139036178589, 0.06032385304570198, 0.03758661448955536, 0.015693509951233864, 0.010917246341705322]",0.07471466809511185
cm-nosal,26,0,391,0,0.3027227818965912,"[391, 0, 389, 51, 36]","[0.3027227818965912, 0.2479882389307022, 0.06355176866054535, 0.0504462905228138, 0.0403987355530262]",0.281333327293396
cm-nosal,27,0,987,0,0.211431086063385,"[987, 998, 419, 55, 327]","[0.211431086063385, 0.1546684354543686, 0.12190613895654678, 0.03160438314080238, 0.01892091892659664]",0.08177066594362259
cm-nosal,28,0,0,1,0.7160370945930481,"[0, 941, 943, 211, 937]","[0.7160370945930481, 0.060281164944171906, 0.023707784712314606, 0.02072451449930668, 0.01858842931687832]",0.16832533478736877
cm-nosal,29,0,0,1,0.15448832511901855,"[0, 452, 286, 4, 256]","[0.15448832511901855, 0.05981189012527466, 0.05300740525126457, 0.0372321642935276, 0.029454192146658897]",0.14505065977573395
cm-nosal,30,0,390,0,0.3366602659225464,"[390, 0, 6, 65, 5]","[0.3366602659225464, 0.31846731901168823, 0.09373169392347336, 0.03861517086625099, 0.026443282142281532]",0.2961173355579376
cm-nosal,31,0,0,1,0.428270548582077,"[0, 391, 394, 689, 395]","[0.428270548582077, 0.15094062685966492, 0.13617634773254395, 0.02431977167725563, 0.02408340759575367]",0.04514666646718979
cm-nosal,32,0,491,0,0.36051347851753235,"[491, 88, 389, 292, 843]","[0.36051347851753235, 0.07569330185651779, 0.04685650020837784, 0.02830694615840912, 0.017515575513243675]",0.008245333097875118
cm-nosal,33,0,0,1,0.42051616311073303,"[0, 109, 5, 119, 39]","[0.42051616311073303, 0.10374078154563904, 0.06488880515098572, 0.04499118775129318, 0.04048681631684303]",0.1260426640510559
cm-nosal,34,0,0,1,0.9793373346328735,"[0, 389, 391, 395, 394]","[0.9793373346328735, 0.012067257426679134, 0.004660863894969225, 0.001419378211721778, 0.00029681416344828904]",0.2658880054950714
cm-nosal,35,0,391,0,0.49512460827827454,"[391, 394, 395, 389, 286]","[0.49512460827827454, 0.0884261354804039, 0.0504329651594162, 0.04528548941016197, 0.03907913342118263]",0.08019733428955078
cm-nosal,36,0,0,1,0.44439077377319336,"[0, 44, 934, 119, 124]","[0.44439077377319336, 0.1007978543639183, 0.09518934786319733, 0.06658132374286652, 0.017125193029642105]",0.06299199908971786
cm-nosal,37,0,0,1,0.9862269759178162,"[0, 391, 394, 268, 4]","[0.9862269759178162, 0.008558075875043869, 0.0024116148706525564, 0.00026331580011174083, 0.00013982888776808977]",0.2717013359069824
cm-nosal,38,0,394,0,0.2873193025588989,"[394, 0, 114, 395, 390]","[0.2873193025588989, 0.21855077147483826, 0.11141210794448853, 0.08750208467245102, 0.08713576197624207]",0.18483200669288635
cm-nosal,39,0,0,1,0.988861620426178,"[0, 389, 522, 211, 843]","[0.988861620426178, 0.0032703247852623463, 0.0020395182073116302, 0.0005760757485404611, 0.0003733679186552763]",0.032575998455286026
cm-nosal,40,0,0,1,0.9678405523300171,"[0, 997, 396, 994, 957]","[0.9678405523300171, 0.005998739507049322, 0.002756112953647971, 0.002232720609754324, 0.001190112205222249]",0.12654933333396912
cm-nosal,41,0,0,1,0.8908567428588867,"[0, 106, 389, 394, 395]","[0.8908567428588867, 0.020298488438129425, 0.014560009352862835, 0.006443397141993046, 0.005434221588075161]",0.02197866700589657
cm-nosal,42,0,0,1,0.24102242290973663,"[0, 8, 90, 88, 136]","[0.24102242290973663, 0.13366900384426117, 0.06785117089748383, 0.05874544382095337, 0.04333561286330223]",0.07094933092594147
cm-nosal,43,0,0,1,0.8455871939659119,"[0, 113, 106, 850, 4]","[0.8455871939659119, 0.021848250180482864, 0.014741845428943634, 0.009835697710514069, 0.008105591870844364]",0.0384853333234787
cm-nosal,44,0,0,1,0.9918179512023926,"[0, 389, 391, 395, 390]","[0.9918179512023926, 0.002966576721519232, 0.0011962609132751822, 0.0004577367508318275, 0.00045118285925127566]",0.1587253361940384
cm-nosal,45,0,0,1,0.9987592697143555,"[0, 144, 346, 522, 344]","[0.9987592697143555, 0.00012262638483662158, 9.226930706063285e-05, 9.065248013939708e-05, 7.981824455782771e-05]",0.041728001087903976
cm-nosal,46,0,0,1,0.9790736436843872,"[0, 389, 391, 390, 939]","[0.9790736436843872, 0.011275969445705414, 0.004217715002596378, 0.0010437327437102795, 0.0003686322597786784]",0.17610132694244385
cm-nosal,47,0,0,1,0.9381667971611023,"[0, 31, 756, 957, 376]","[0.9381667971611023, 0.00524950074031949, 0.0031187222339212894, 0.0029896905180066824, 0.00260262587107718]",0.14839999377727509
cm-nosal,48,0,0,1,0.5707458853721619,"[0, 88, 395, 997, 386]","[0.5707458853721619, 0.0538916140794754, 0.05150206759572029, 0.043578337877988815, 0.01957906223833561]",0.04822399839758873
cm-nosal,49,0,0,1,0.9945198893547058,"[0, 391, 389, 395, 89]","[0.9945198893547058, 0.0031032601837068796, 0.0014446853892877698, 0.0004017140599898994, 3.971268961322494e-05]",0.10665713995695114
cm-nosal,50,1,393,0,0.6259906888008118,"[393, 132, 108, 115, 952]","[0.6259906888008118, 0.1364714503288269, 0.043122973293066025, 0.03656080737709999, 0.02706226333975792]",0.1516920030117035
cm-nosal,51,1,1,1,0.7603091597557068,"[1, 396, 973, 6, 29]","[0.7603091597557068, 0.08894175291061401, 0.07338587939739227, 0.017903536558151245, 0.010543572716414928]",0.016912000253796577
cm-nosal,52,1,1,1,0.998904824256897,"[1, 90, 393, 392, 88]","[0.998904824256897, 0.00021109356021042913, 0.00017439742805436254, 7.483491936000064e-05, 7.005641236901283e-05]",0.10810133069753647
cm-nosal,53,1,1,1,0.9459155201911926,"[1, 942, 953, 940, 951]","[0.9459155201911926, 0.007012840826064348, 0.006413894705474377, 0.004857407882809639, 0.003966171760112047]",0.42317867279052734
cm-nosal,54,1,907,0,0.09107789397239685,"[907, 122, 532, 562, 879]","[0.09107789397239685, 0.06466738134622574, 0.04315115511417389, 0.03002788871526718, 0.02735016867518425]",0.15564267337322235
cm-nosal,55,1,819,0,0.17630702257156372,"[819, 1, 107, 728, 796]","[0.17630702257156372, 0.10436604917049408, 0.07846052199602127, 0.035764776170253754, 0.03428245335817337]",0.1417119950056076
cm-nosal,56,1,1,1,0.21658752858638763,"[1, 947, 941, 390, 998]","[0.21658752858638763, 0.06714101135730743, 0.06578739732503891, 0.05789467319846153, 0.05334310978651047]",0.35812801122665405
cm-nosal,57,1,1,1,0.5937520265579224,"[1, 29, 126, 314, 816]","[0.5937520265579224, 0.08561432361602783, 0.043339502066373825, 0.037822335958480835, 0.022906171157956123]",0.06567413359880447
cm-nosal,58,1,1,1,0.5627756714820862,"[1, 107, 108, 989, 33]","[0.5627756714820862, 0.11951246112585068, 0.07932522892951965, 0.02758724056184292, 0.02230217307806015]",0.0669497698545456
cm-nosal,59,1,1,1,0.5521169900894165,"[1, 90, 542, 88, 749]","[0.5521169900894165, 0.12787477672100067, 0.11938067525625229, 0.05733915790915489, 0.01639515347778797]",0.007837696000933647
cm-nosal,60,1,1,1,0.9685544967651367,"[1, 115, 989, 26, 110]","[0.9685544967651367, 0.018000299111008644, 0.004370903596282005, 0.002072045812383294, 0.0010968049755319953]",0.018837332725524902
cm-nosal,61,1,954,0,0.3042981028556824,"[954, 27, 940, 26, 71]","[0.3042981028556824, 0.1905224472284317, 0.09180164337158203, 0.08176501095294952, 0.06460513174533844]",0.024605808779597282
cm-nosal,62,1,1,1,0.5884334444999695,"[1, 11, 90, 950, 94]","[0.5884334444999695, 0.11691492050886154, 0.07008285075426102, 0.022402646020054817, 0.020085567608475685]",0.0629120022058487
cm-nosal,63,1,1,1,0.9845392107963562,"[1, 64, 850, 390, 90]","[0.9845392107963562, 0.0016619106754660606, 0.0012844724114984274, 0.0012003869051113725, 0.0011211758246645331]",0.04555733501911163
cm-nosal,64,1,883,0,0.11084959656000137,"[883, 338, 725, 441, 849]","[0.11084959656000137, 0.06433916091918945, 0.06189899891614914, 0.05948183313012123, 0.05739358440041542]",0.03643523156642914
cm-nosal,65,1,122,0,0.16361933946609497,"[122, 1, 965, 325, 997]","[0.16361933946609497, 0.07270687818527222, 0.04587848484516144, 0.038674015551805496, 0.03855321183800697]",0.19352532923221588
cm-nosal,66,1,1,1,0.9393088817596436,"[1, 115, 123, 309, 107]","[0.9393088817596436, 0.008189172483980656, 0.003463323460891843, 0.0033796224743127823, 0.002154151676222682]",0.062378667294979095
cm-nosal,67,1,410,0,0.19180667400360107,"[410, 646, 489, 412, 791]","[0.19180667400360107, 0.0843251422047615, 0.06401313096284866, 0.04745811969041824, 0.041165441274642944]",0.004736000206321478
cm-nosal,68,1,925,0,0.33675631880760193,"[925, 1, 470, 809, 318]","[0.33675631880760193, 0.15811322629451752, 0.020458268001675606, 0.015045728534460068, 0.014205911196768284]",0.08211733400821686
cm-nosal,69,1,4,0,0.20410889387130737,"[4, 1, 973, 115, 108]","[0.20410889387130737, 0.14703740179538727, 0.12726058065891266, 0.06042217090725899, 0.042066581547260284]",0.018981333822011948
cm-nosal,70,1,1,1,0.7195205092430115,"[1, 31, 25, 939, 55]","[0.7195205092430115, 0.08554280549287796, 0.051659490913152695, 0.035573747009038925, 0.022837676107883453]",0.024879999458789825
cm-nosal,71,1,1,1,0.9846650958061218,"[1, 945, 392, 393, 941]","[0.9846650958061218, 0.0019706261809915304, 0.0010876854648813605, 0.0009744623675942421, 0.0007616375805810094]",0.15435920655727386
cm-nosal,72,1,973,0,0.14743338525295258,"[973, 58, 108, 327, 115]","[0.14743338525295258, 0.14641262590885162, 0.11236739903688431, 0.07787961512804031, 0.05394938588142395]",0.00692018773406744
cm-nosal,73,1,6,0,0.38532447814941406,"[6, 1, 728, 669, 109]","[0.38532447814941406, 0.07704681158065796, 0.06869246810674667, 0.056849103420972824, 0.03720187395811081]",0.0637623742222786
cm-nosal,74,1,1,1,0.595717191696167,"[1, 806, 850, 911, 417]","[0.595717191696167, 0.030530471354722977, 0.02858327329158783, 0.019638381898403168, 0.018981458619236946]",0.059560492634773254
cm-nosal,75,1,1,1,0.9880775213241577,"[1, 29, 390, 0, 108]","[0.9880775213241577, 0.0050539602525532246, 0.0010121463565155864, 0.0009546770015731454, 0.0005918031092733145]",0.2780959904193878
cm-nosal,76,1,1,1,0.5701735615730286,"[1, 327, 329, 108, 390]","[0.5701735615730286, 0.2559016942977905, 0.08840824663639069, 0.01976431906223297, 0.009486227296292782]",0.04653302952647209
cm-nosal,77,1,30,0,0.2771483063697815,"[30, 1, 90, 124, 971]","[0.2771483063697815, 0.19904112815856934, 0.09676419943571091, 0.02444886602461338, 0.01988692209124565]",0.001354401814751327
cm-nosal,78,1,1,1,0.8668554425239563,"[1, 390, 107, 149, 103]","[0.8668554425239563, 0.026765502989292145, 0.014159051701426506, 0.009301690384745598, 0.0076482100412249565]",0.34379199147224426
cm-nosal,79,1,965,0,0.19901162385940552,"[965, 953, 213, 938, 207]","[0.19901162385940552, 0.08756331354379654, 0.054847173392772675, 0.04557906836271286, 0.030994441360235214]",0.1369839757680893
cm-nosal,80,1,731,0,0.06236328184604645,"[731, 587, 327, 936, 130]","[0.06236328184604645, 0.05790602043271065, 0.05112079530954361, 0.03257717192173004, 0.022797511890530586]",0.01762133277952671
cm-nosal,81,1,957,0,0.30286893248558044,"[957, 1, 114, 90, 94]","[0.30286893248558044, 0.21615877747535706, 0.08230189979076385, 0.03241971880197525, 0.023886479437351227]",0.18426799774169922
cm-nosal,82,1,1,1,0.47122710943222046,"[1, 735, 658, 474, 850]","[0.47122710943222046, 0.061340589076280594, 0.060674071311950684, 0.02225993573665619, 0.020501062273979187]",0.17489756643772125
cm-nosal,83,1,1,1,0.5221757888793945,"[1, 112, 951, 29, 990]","[0.5221757888793945, 0.047388676553964615, 0.04319275543093681, 0.032551564276218414, 0.024677330628037453]",0.245961531996727
cm-nosal,84,1,1,1,0.7229796051979065,"[1, 980, 0, 107, 29]","[0.7229796051979065, 0.05338403210043907, 0.017181336879730225, 0.015286324545741081, 0.010864040814340115]",0.15040533244609833
cm-nosal,85,1,1,1,0.9131008982658386,"[1, 393, 107, 112, 394]","[0.9131008982658386, 0.020707247778773308, 0.007061106618493795, 0.005993980914354324, 0.0032730894163250923]",0.1621546596288681
cm-nosal,86,1,1,1,0.14332571625709534,"[1, 58, 124, 108, 390]","[0.14332571625709534, 0.1168464794754982, 0.10454181581735611, 0.10010471940040588, 0.07172949612140656]",0.08688533306121826
cm-nosal,87,1,845,0,0.2905745804309845,"[845, 700, 722, 761, 999]","[0.2905745804309845, 0.10446549206972122, 0.03672786429524422, 0.0322142168879509, 0.029494067654013634]",0.03668421134352684
cm-nosal,88,1,259,0,0.08512921631336212,"[259, 1, 263, 852, 333]","[0.08512921631336212, 0.06435906141996384, 0.06368701159954071, 0.04643135145306587, 0.039491720497608185]",0.13637332618236542
cm-nosal,89,1,1,1,0.2567632794380188,"[1, 100, 96, 103, 375]","[0.2567632794380188, 0.24696896970272064, 0.0651923418045044, 0.05877485126256943, 0.043897662311792374]",0.01398400031030178
cm-nosal,90,1,1,1,0.8923307061195374,"[1, 94, 693, 139, 16]","[0.8923307061195374, 0.013754811137914658, 0.013486016541719437, 0.006435116287320852, 0.005225219763815403]",0.019155999645590782
cm-nosal,91,1,1,1,0.23197008669376373,"[1, 390, 6, 103, 107]","[0.23197008669376373, 0.07095117121934891, 0.06547070294618607, 0.06543275713920593, 0.040699925273656845]",0.051872000098228455
cm-nosal,92,1,1,1,0.8438801765441895,"[1, 333, 419, 112, 338]","[0.8438801765441895, 0.026761556044220924, 0.010409270413219929, 0.010276742279529572, 0.009764347225427628]",0.14628799259662628
cm-nosal,93,1,1,1,0.6529319286346436,"[1, 29, 942, 0, 951]","[0.6529319286346436, 0.13254734873771667, 0.11238231509923935, 0.021378695964813232, 0.014515271410346031]",0.46353599429130554
cm-nosal,94,1,1,1,0.8969088196754456,"[1, 392, 6, 951, 397]","[0.8969088196754456, 0.028812257573008537, 0.00909652654081583, 0.0074353585951030254, 0.004477379377931356]",0.13122305274009705
cm-nosal,95,1,1,1,0.9967220425605774,"[1, 87, 112, 333, 107]","[0.9967220425605774, 0.0003409440687391907, 0.0002577973064035177, 0.00016559935465920717, 0.00015175918815657496]",0.10451733320951462
cm-nosal,96,1,90,0,0.6472514271736145,"[90, 1, 945, 989, 951]","[0.6472514271736145, 0.1153174415230751, 0.07304280251264572, 0.05365107208490372, 0.02388620935380459]",0.11921951174736023
cm-nosal,97,1,904,0,0.4592166543006897,"[904, 329, 644, 980, 953]","[0.4592166543006897, 0.08995909243822098, 0.07768090069293976, 0.05298781767487526, 0.03046037070453167]",0.12454933673143387
cm-nosal,98,1,322,0,0.10807956010103226,"[322, 31, 753, 794, 773]","[0.10807956010103226, 0.06557995080947876, 0.05470810458064079, 0.046898238360881805, 0.044767558574676514]",0.10685866326093674
cm-nosal,99,1,396,0,0.1956072300672531,"[396, 1, 5, 395, 130]","[0.1956072300672531, 0.17548739910125732, 0.041482917964458466, 0.03892505541443825, 0.03551260009407997]",0.024613333866000175
cm-nosal,100,2,2,1,0.8130492568016052,"[2, 149, 150, 6, 3]","[0.8130492568016052, 0.048432085663080215, 0.0392172709107399, 0.03130663186311722, 0.023974526673555374]",0.17225582897663116
cm-nosal,101,2,2,1,0.85030597448349,"[2, 3, 5, 4, 6]","[0.85030597448349, 0.10310877114534378, 0.025014057755470276, 0.01053291279822588, 0.0039642732590436935]",0.2204776555299759
cm-nosal,102,2,2,1,0.9235360026359558,"[2, 395, 394, 150, 391]","[0.9235360026359558, 0.015808209776878357, 0.012899504974484444, 0.00830717571079731, 0.00790845975279808]",0.1346827745437622
cm-nosal,103,2,2,1,0.9870454668998718,"[2, 3, 149, 4, 65]","[0.9870454668998718, 0.011619072407484055, 0.0008340917411260307, 0.0001392253179801628, 5.0812712288461626e-05]",0.28382715582847595
cm-nosal,104,2,2,1,0.5587041974067688,"[2, 33, 3, 6, 34]","[0.5587041974067688, 0.2895590662956238, 0.04865574464201927, 0.018113136291503906, 0.014040276408195496]",0.5008666515350342
cm-nosal,105,2,4,0,0.46808159351348877,"[4, 3, 2, 6, 149]","[0.46808159351348877, 0.21813638508319855, 0.13469941914081573, 0.02912837266921997, 0.02082030661404133]",0.08296000212430954
cm-nosal,106,2,2,1,0.704161524772644,"[2, 6, 801, 974, 33]","[0.704161524772644, 0.04793419688940048, 0.027056127786636353, 0.022147255018353462, 0.020312106236815453]",0.09158387035131454
cm-nosal,107,2,146,0,0.3022856116294861,"[146, 148, 97, 147, 99]","[0.3022856116294861, 0.2522616684436798, 0.24575036764144897, 0.08604571223258972, 0.017679838463664055]",0.045107752084732056
cm-nosal,108,2,2,1,0.49758243560791016,"[2, 149, 3, 4, 33]","[0.49758243560791016, 0.17298296093940735, 0.12897710502147675, 0.057418253272771835, 0.03685690090060234]",0.2969546616077423
cm-nosal,109,2,329,0,0.1646002233028412,"[329, 283, 347, 2, 388]","[0.1646002233028412, 0.07563263177871704, 0.06131609529256821, 0.05623328313231468, 0.0485091432929039]",0.43014106154441833
cm-nosal,110,2,2,1,0.9174495339393616,"[2, 3, 149, 148, 4]","[0.9174495339393616, 0.07319468259811401, 0.004590803291648626, 0.0011056367075070739, 0.0008428408764302731]",0.21395747363567352
cm-nosal,111,2,33,0,0.32080769538879395,"[33, 2, 394, 3, 973]","[0.32080769538879395, 0.2081238031387329, 0.14718733727931976, 0.06613394618034363, 0.061741575598716736]",0.16721801459789276
cm-nosal,112,2,22,0,0.17623043060302734,"[22, 591, 700, 443, 144]","[0.17623043060302734, 0.08883451670408249, 0.07678494602441788, 0.022758036851882935, 0.0210992731153965]",0.692155659198761
cm-nosal,113,2,2,1,0.4803723692893982,"[2, 3, 4, 6, 149]","[0.4803723692893982, 0.4751790165901184, 0.025092393159866333, 0.006246479228138924, 0.005522912368178368]",0.2586606442928314
cm-nosal,114,2,2,1,0.3347282111644745,"[2, 33, 147, 149, 6]","[0.3347282111644745, 0.14205937087535858, 0.13123191893100739, 0.0686321035027504, 0.0680280327796936]",0.2674790024757385
cm-nosal,115,2,3,0,0.3796962797641754,"[3, 2, 395, 33, 4]","[0.3796962797641754, 0.2646602392196655, 0.1518770009279251, 0.0771801546216011, 0.020833604037761688]",0.263270765542984
cm-nosal,116,2,279,0,0.39437952637672424,"[279, 2, 146, 296, 4]","[0.39437952637672424, 0.3484664857387543, 0.04559139534831047, 0.0330965630710125, 0.018285537138581276]",0.25321176648139954
cm-nosal,117,2,3,0,0.4871143698692322,"[3, 4, 2, 394, 33]","[0.4871143698692322, 0.27470511198043823, 0.2145334780216217, 0.00588579848408699, 0.004451294429600239]",0.16102762520313263
cm-nosal,118,2,3,0,0.6722491979598999,"[3, 2, 4, 6, 5]","[0.6722491979598999, 0.295137494802475, 0.01408977247774601, 0.007621287368237972, 0.004159252624958754]",0.3200600743293762
cm-nosal,119,2,2,1,0.823607325553894,"[2, 6, 3, 4, 395]","[0.823607325553894, 0.030058259144425392, 0.02999846637248993, 0.020097190514206886, 0.018542267382144928]",0.24505417048931122
cm-nosal,120,2,2,1,0.48567792773246765,"[2, 6, 329, 390, 4]","[0.48567792773246765, 0.2188136726617813, 0.08547067642211914, 0.019759807735681534, 0.018538732081651688]",0.40004202723503113
cm-nosal,121,2,2,1,0.5798750519752502,"[2, 344, 150, 149, 6]","[0.5798750519752502, 0.1534559428691864, 0.061425160616636276, 0.06031566858291626, 0.04716264083981514]",0.25139734148979187
cm-nosal,122,2,2,1,0.6539597511291504,"[2, 5, 107, 3, 6]","[0.6539597511291504, 0.19388914108276367, 0.06354794651269913, 0.043190788477659225, 0.00910958368331194]",0.4803146719932556
cm-nosal,123,2,3,0,0.47025689482688904,"[3, 2, 149, 4, 5]","[0.47025689482688904, 0.4343155324459076, 0.046599943190813065, 0.021338997408747673, 0.009028539061546326]",0.21822933852672577
cm-nosal,124,2,2,1,0.9421499371528625,"[2, 3, 4, 33, 150]","[0.9421499371528625, 0.051984407007694244, 0.0011914587812498212, 0.000854479381814599, 0.0005937485257163644]",0.3621801733970642
cm-nosal,125,2,2,1,0.3715514540672302,"[2, 296, 395, 3, 801]","[0.3715514540672302, 0.10201036185026169, 0.056407831609249115, 0.04622370004653931, 0.038374099880456924]",0.06856986880302429
cm-nosal,126,2,2,1,0.27439507842063904,"[2, 3, 149, 4, 150]","[0.27439507842063904, 0.2660677433013916, 0.15328900516033173, 0.14511629939079285, 0.06740456074476242]",0.2968408763408661
cm-nosal,127,2,3,0,0.13745582103729248,"[3, 296, 913, 65, 983]","[0.13745582103729248, 0.10196589678525925, 0.09755362570285797, 0.07123799622058868, 0.06549809128046036]",0.09608717262744904
cm-nosal,128,2,568,0,0.08655670285224915,"[568, 387, 160, 355, 391]","[0.08655670285224915, 0.07848083972930908, 0.06937098503112793, 0.06447947770357132, 0.04740865156054497]",0.5595778822898865
cm-nosal,129,2,2,1,0.9450648427009583,"[2, 149, 3, 150, 6]","[0.9450648427009583, 0.037663329392671585, 0.008849279023706913, 0.0037603375967592, 0.0010872365674003959]",0.19472000002861023
cm-nosal,130,2,3,0,0.5347415208816528,"[3, 2, 150, 397, 5]","[0.5347415208816528, 0.11149641871452332, 0.053361084312200546, 0.050845298916101456, 0.03136996179819107]",0.43704503774642944
cm-nosal,131,2,2,1,0.9710104465484619,"[2, 3, 394, 149, 4]","[0.9710104465484619, 0.022436659783124924, 0.003987204749137163, 0.001873104483820498, 0.00016487854009028524]",0.2452673316001892
cm-nosal,132,2,2,1,0.10015109926462173,"[2, 833, 472, 692, 150]","[0.10015109926462173, 0.07915188372135162, 0.07683011889457703, 0.04957494139671326, 0.035346824675798416]",0.3466401994228363
cm-nosal,133,2,2,1,0.5392910838127136,"[2, 3, 4, 5, 149]","[0.5392910838127136, 0.44075050950050354, 0.0126357302069664, 0.0019465349614620209, 0.0014239443698897958]",0.30293866991996765
cm-nosal,134,2,2,1,0.4456028938293457,"[2, 33, 6, 3, 397]","[0.4456028938293457, 0.17197667062282562, 0.07747450470924377, 0.0687975212931633, 0.030815375968813896]",0.1090773344039917
cm-nosal,135,2,329,0,0.0858466625213623,"[329, 391, 3, 672, 2]","[0.0858466625213623, 0.06605635583400726, 0.06556534022092819, 0.052034977823495865, 0.04379451274871826]",0.13069069385528564
