model,idx,label,pred,correct,conf_top1,top5_idx,top5_probs,mask_area
blur-light,15,0,0,1,0.9832583665847778,"[0, 391, 815, 389, 6]","[0.9832583665847778, 0.0036358018405735493, 0.0023984862491488457, 0.002250939840450883, 0.0014355175662785769]",0.21223466098308563
blur-light,16,0,0,1,0.9952675104141235,"[0, 608, 911, 748, 658]","[0.9952675104141235, 0.003485510591417551, 0.00012718571815639734, 8.137774420902133e-05, 7.597533112857491e-05]",0.2314026653766632
blur-light,17,0,0,1,0.9795281887054443,"[0, 109, 397, 39, 452]","[0.9795281887054443, 0.0067090862430632114, 0.0019453128334134817, 0.0011491068871691823, 0.0010259441332891583]",0.23932266235351562
blur-light,18,0,0,1,0.9999966621398926,"[0, 389, 391, 910, 943]","[0.9999966621398926, 1.6759811387601076e-06, 6.932594942554715e-07, 1.2989265485430224e-07, 7.197625961907761e-08]",0.1475733369588852
blur-light,19,0,834,0,0.28176361322402954,"[834, 608, 87, 474, 490]","[0.28176361322402954, 0.11231707781553268, 0.07310779392719269, 0.040078338235616684, 0.034688252955675125]",0.04277333244681358
blur-light,20,0,955,0,0.49357354640960693,"[955, 376, 929, 105, 263]","[0.49357354640960693, 0.18055367469787598, 0.06473226100206375, 0.019789859652519226, 0.01194983534514904]",0.028575999662280083
blur-light,21,0,370,0,0.4284095764160156,"[370, 658, 363, 474, 390]","[0.4284095764160156, 0.16044580936431885, 0.0837368443608284, 0.04299610108137131, 0.029998229816555977]",0.20314666628837585
blur-light,22,0,0,1,0.8220779299736023,"[0, 55, 391, 36, 390]","[0.8220779299736023, 0.041921671479940414, 0.040276899933815, 0.01435750164091587, 0.013781308196485043]",0.18908266723155975
blur-light,23,0,0,1,0.9878188371658325,"[0, 389, 395, 391, 33]","[0.9878188371658325, 0.008513150736689568, 0.001692084246315062, 0.0005197459831833839, 0.00013762379239778966]",0.13635733723640442
blur-light,24,0,0,1,0.9999997615814209,"[0, 391, 389, 490, 955]","[0.9999997615814209, 1.3129994158589398e-07, 9.482032936602991e-08, 1.5932316799194268e-08, 1.179398179118607e-08]",0.20506666600704193
blur-light,25,0,0,1,0.33081239461898804,"[0, 345, 348, 346, 226]","[0.33081239461898804, 0.23814596235752106, 0.11458897590637207, 0.10970264673233032, 0.043597180396318436]",0.07471466809511185
blur-light,26,0,0,1,0.9160885214805603,"[0, 389, 391, 39, 395]","[0.9160885214805603, 0.0374327152967453, 0.014693405479192734, 0.004620267543941736, 0.0043046735227108]",0.281333327293396
blur-light,27,0,391,0,0.1921994686126709,"[391, 46, 313, 0, 55]","[0.1921994686126709, 0.08102483302354813, 0.0659656897187233, 0.058451782912015915, 0.054318178445100784]",0.08177066594362259
blur-light,28,0,0,1,0.6647964715957642,"[0, 39, 136, 90, 131]","[0.6647964715957642, 0.1602555364370346, 0.09996689110994339, 0.019405338913202286, 0.009395360015332699]",0.16832533478736877
blur-light,29,0,51,0,0.37062662839889526,"[51, 6, 0, 192, 4]","[0.37062662839889526, 0.10739804804325104, 0.029395466670393944, 0.026169003918766975, 0.024666931480169296]",0.14505065977573395
blur-light,30,0,390,0,0.47497987747192383,"[390, 110, 42, 748, 39]","[0.47497987747192383, 0.07097317278385162, 0.054557111114263535, 0.03226076439023018, 0.03117280639708042]",0.2961173355579376
blur-light,31,0,395,0,0.2319559007883072,"[395, 906, 0, 420, 391]","[0.2319559007883072, 0.21380457282066345, 0.2002195417881012, 0.06216404214501381, 0.03990791365504265]",0.04514666646718979
blur-light,32,0,135,0,0.11649101227521896,"[135, 491, 50, 340, 216]","[0.11649101227521896, 0.11052648723125458, 0.09916822612285614, 0.0514511838555336, 0.03228902444243431]",0.008245333097875118
blur-light,33,0,0,1,0.9142175316810608,"[0, 344, 39, 391, 390]","[0.9142175316810608, 0.017815278843045235, 0.013705066405236721, 0.008711785078048706, 0.004471434745937586]",0.1260426640510559
blur-light,34,0,0,1,0.47979581356048584,"[0, 391, 389, 395, 394]","[0.47979581356048584, 0.29666823148727417, 0.05444978550076485, 0.031637877225875854, 0.030600856989622116]",0.2658880054950714
blur-light,35,0,391,0,0.2781427502632141,"[391, 63, 490, 0, 395]","[0.2781427502632141, 0.2214493453502655, 0.21136124432086945, 0.043878909200429916, 0.04132775962352753]",0.08019733428955078
blur-light,36,0,53,0,0.40752044320106506,"[53, 54, 327, 937, 61]","[0.40752044320106506, 0.12576040625572205, 0.052764151245355606, 0.039120860397815704, 0.03591208904981613]",0.06299199908971786
blur-light,37,0,0,1,0.9234142303466797,"[0, 391, 395, 4, 150]","[0.9234142303466797, 0.03643730655312538, 0.008045225404202938, 0.0077198524959385395, 0.005146303214132786]",0.2717013359069824
blur-light,38,0,390,0,0.38623273372650146,"[390, 31, 64, 6, 46]","[0.38623273372650146, 0.12221567332744598, 0.05914006382226944, 0.04542389512062073, 0.03569921478629112]",0.18483200669288635
blur-light,39,0,0,1,0.9976231455802917,"[0, 608, 474, 621, 522]","[0.9976231455802917, 0.0005455739446915686, 0.00029541656840592623, 0.0002634032571222633, 0.0001890170096885413]",0.032575998455286026
blur-light,40,0,0,1,0.9972250461578369,"[0, 39, 469, 123, 428]","[0.9972250461578369, 0.00042975536780431867, 0.00024526595370844007, 0.00013858148304279894, 0.00013116489571984857]",0.12654933333396912
blur-light,41,0,0,1,0.31835585832595825,"[0, 104, 420, 413, 197]","[0.31835585832595825, 0.07672522217035294, 0.0518319196999073, 0.04265928268432617, 0.03647644817829132]",0.02197866700589657
blur-light,42,0,0,1,0.34758660197257996,"[0, 39, 490, 99, 136]","[0.34758660197257996, 0.17014333605766296, 0.09999721497297287, 0.046830493956804276, 0.042897582054138184]",0.07094933092594147
blur-light,43,0,0,1,0.9646068811416626,"[0, 939, 955, 51, 40]","[0.9646068811416626, 0.010287593118846416, 0.006844367366284132, 0.002659665187820792, 0.0019526284886524081]",0.0384853333234787
blur-light,44,0,0,1,0.9983396530151367,"[0, 389, 391, 40, 490]","[0.9983396530151367, 0.0006213276064954698, 0.00031424409826286137, 9.836184472078457e-05, 8.887752483133227e-05]",0.1587253361940384
blur-light,45,0,0,1,0.9956443309783936,"[0, 144, 134, 346, 127]","[0.9956443309783936, 0.0014181617880240083, 0.0005813146126456559, 0.0002734356967266649, 0.00021997024305164814]",0.041728001087903976
blur-light,46,0,0,1,0.9733015894889832,"[0, 390, 389, 391, 114]","[0.9733015894889832, 0.007343930192291737, 0.00250076106749475, 0.0019432345870882273, 0.0011055218055844307]",0.17610132694244385
blur-light,47,0,0,1,0.9941970109939575,"[0, 376, 97, 389, 371]","[0.9941970109939575, 0.0011513287900015712, 0.0006235219771042466, 0.000547232455573976, 0.0003493321128189564]",0.14839999377727509
blur-light,48,0,295,0,0.230238676071167,"[295, 397, 392, 97, 490]","[0.230238676071167, 0.10111212730407715, 0.09959305077791214, 0.07519885897636414, 0.05889393016695976]",0.04822399839758873
blur-light,49,0,0,1,0.9943972826004028,"[0, 420, 955, 806, 514]","[0.9943972826004028, 0.0008512074709869921, 0.0005260747275315225, 0.0004012709832750261, 0.00032223877497017384]",0.10665713995695114
blur-light,50,1,108,0,0.17720560729503632,"[108, 990, 393, 115, 129]","[0.17720560729503632, 0.1689738929271698, 0.14698021113872528, 0.10395467281341553, 0.0651005282998085]",0.1516920030117035
blur-light,51,1,1,1,0.28287240862846375,"[1, 395, 46, 26, 463]","[0.28287240862846375, 0.11524288356304169, 0.08509958535432816, 0.04664389044046402, 0.03817932680249214]",0.016912000253796577
blur-light,52,1,1,1,0.9988225102424622,"[1, 90, 29, 130, 950]","[0.9988225102424622, 0.00039484305307269096, 0.0001706203620415181, 0.0001282656448893249, 2.5666171495686285e-05]",0.10810133069753647
blur-light,53,1,1,1,0.9987388253211975,"[1, 393, 0, 392, 130]","[0.9987388253211975, 0.00021938614372629672, 0.0001899045309983194, 0.000180625167558901, 0.00016396497085224837]",0.42317867279052734
blur-light,54,1,88,0,0.17942026257514954,"[88, 122, 492, 940, 126]","[0.17942026257514954, 0.07044447958469391, 0.05503011494874954, 0.032937537878751755, 0.031159542500972748]",0.15564267337322235
blur-light,55,1,1,1,0.25748634338378906,"[1, 819, 796, 650, 678]","[0.25748634338378906, 0.192757710814476, 0.12961123883724213, 0.033271461725234985, 0.03278964012861252]",0.1417119950056076
blur-light,56,1,1,1,0.2884732782840729,"[1, 949, 998, 950, 947]","[0.2884732782840729, 0.15747718513011932, 0.10778050869703293, 0.06788768619298935, 0.043039511889219284]",0.35812801122665405
blur-light,57,1,1,1,0.9117896556854248,"[1, 989, 5, 6, 113]","[0.9117896556854248, 0.015721982344985008, 0.00926965568214655, 0.005869846325367689, 0.0028758286498486996]",0.06567413359880447
blur-light,58,1,107,0,0.20239177346229553,"[107, 6, 552, 1, 397]","[0.20239177346229553, 0.128343403339386, 0.06341491639614105, 0.05767037719488144, 0.03864508867263794]",0.0669497698545456
blur-light,59,1,694,0,0.2950947880744934,"[694, 90, 1, 542, 315]","[0.2950947880744934, 0.11215627938508987, 0.1087997704744339, 0.04755295068025589, 0.04441702365875244]",0.007837696000933647
blur-light,60,1,115,0,0.6429479122161865,"[115, 1, 110, 27, 121]","[0.6429479122161865, 0.27080726623535156, 0.06642597168684006, 0.004307879135012627, 0.0024108844809234142]",0.018837332725524902
blur-light,61,1,27,0,0.34260252118110657,"[27, 954, 26, 31, 935]","[0.34260252118110657, 0.23918217420578003, 0.12482564896345139, 0.028369111940264702, 0.02336808666586876]",0.024605808779597282
blur-light,62,1,90,0,0.6932082772254944,"[90, 950, 11, 88, 1]","[0.6932082772254944, 0.08035510778427124, 0.05579949915409088, 0.04080790653824806, 0.03419504687190056]",0.0629120022058487
blur-light,63,1,1,1,0.9189659357070923,"[1, 397, 31, 115, 55]","[0.9189659357070923, 0.011100470088422298, 0.010008297860622406, 0.0051196422427892685, 0.004790132865309715]",0.04555733501911163
blur-light,64,1,332,0,0.3519821763038635,"[332, 338, 283, 263, 161]","[0.3519821763038635, 0.15780501067638397, 0.036150116473436356, 0.028383227065205574, 0.026362396776676178]",0.03643523156642914
blur-light,65,1,1,1,0.22650134563446045,"[1, 108, 124, 989, 809]","[0.22650134563446045, 0.07799350470304489, 0.06423480808734894, 0.04594534635543823, 0.04314941540360451]",0.19352532923221588
blur-light,66,1,973,0,0.41228049993515015,"[973, 1, 392, 107, 988]","[0.41228049993515015, 0.3205670118331909, 0.08179967105388641, 0.04083079844713211, 0.013845965266227722]",0.062378667294979095
blur-light,67,1,983,0,0.12914134562015533,"[983, 36, 646, 34, 412]","[0.12914134562015533, 0.11874830722808838, 0.08090713620185852, 0.05588328838348389, 0.05494144931435585]",0.004736000206321478
blur-light,68,1,925,0,0.16458247601985931,"[925, 1, 868, 607, 720]","[0.16458247601985931, 0.12003384530544281, 0.03550490364432335, 0.033800192177295685, 0.027239251881837845]",0.08211733400821686
blur-light,69,1,71,0,0.511677622795105,"[71, 327, 611, 4, 973]","[0.511677622795105, 0.07937812805175781, 0.06961240619421005, 0.06500798463821411, 0.06386817991733551]",0.018981333822011948
blur-light,70,1,327,0,0.41914886236190796,"[327, 1, 27, 40, 31]","[0.41914886236190796, 0.1179160326719284, 0.08426999300718307, 0.08117237687110901, 0.06646866351366043]",0.024879999458789825
blur-light,71,1,1,1,0.9142844080924988,"[1, 392, 393, 29, 338]","[0.9142844080924988, 0.07702788710594177, 0.0012738942168653011, 0.0007276007090695202, 0.0006188797415234149]",0.15435920655727386
blur-light,72,1,108,0,0.0700773298740387,"[108, 28, 109, 868, 58]","[0.0700773298740387, 0.052752383053302765, 0.048583220690488815, 0.04793592914938927, 0.04559001699090004]",0.00692018773406744
blur-light,73,1,6,0,0.6816585063934326,"[6, 58, 114, 315, 5]","[0.6816585063934326, 0.08742168545722961, 0.0208926722407341, 0.016794059425592422, 0.01355232484638691]",0.0637623742222786
blur-light,74,1,1,1,0.9302809834480286,"[1, 980, 824, 327, 658]","[0.9302809834480286, 0.019017914310097694, 0.011917189694941044, 0.009785094298422337, 0.005948836915194988]",0.059560492634773254
blur-light,75,1,1,1,0.992267906665802,"[1, 0, 88, 392, 389]","[0.992267906665802, 0.003301503835245967, 0.002092669950798154, 0.0008146778563968837, 0.0002678811433725059]",0.2780959904193878
blur-light,76,1,1,1,0.289465993642807,"[1, 327, 28, 539, 390]","[0.289465993642807, 0.1336691975593567, 0.10217787325382233, 0.05491907522082329, 0.030814213678240776]",0.04653302952647209
blur-light,77,1,124,0,0.12754401564598083,"[124, 28, 1, 58, 90]","[0.12754401564598083, 0.08680150657892227, 0.050880368798971176, 0.048058513551950455, 0.04218919202685356]",0.001354401814751327
blur-light,78,1,1,1,0.994773805141449,"[1, 149, 130, 107, 3]","[0.994773805141449, 0.0011097678216174245, 0.0007575121126137674, 0.00032243027817457914, 0.0003054222615901381]",0.34379199147224426
blur-light,79,1,213,0,0.1538090705871582,"[213, 219, 963, 184, 8]","[0.1538090705871582, 0.07538093626499176, 0.07421325892210007, 0.053296055644750595, 0.0516282357275486]",0.1369839757680893
blur-light,80,1,889,0,0.06359381973743439,"[889, 883, 850, 784, 949]","[0.06359381973743439, 0.049285367131233215, 0.04281485080718994, 0.03860744833946228, 0.03381500020623207]",0.01762133277952671
blur-light,81,1,1,1,0.5114367008209229,"[1, 989, 88, 122, 957]","[0.5114367008209229, 0.062202196568250656, 0.0354890301823616, 0.035169124603271484, 0.032150521874427795]",0.18426799774169922
blur-light,82,1,1,1,0.6538038849830627,"[1, 99, 850, 151, 33]","[0.6538038849830627, 0.08246365189552307, 0.018800418823957443, 0.017995208501815796, 0.016734154894948006]",0.17489756643772125
blur-light,83,1,33,0,0.43916019797325134,"[33, 988, 1, 801, 6]","[0.43916019797325134, 0.09060698747634888, 0.07694461941719055, 0.054747458547353745, 0.04094783589243889]",0.245961531996727
blur-light,84,1,1,1,0.8195744156837463,"[1, 107, 390, 562, 103]","[0.8195744156837463, 0.04323314502835274, 0.011836107820272446, 0.01044369488954544, 0.007223106455057859]",0.15040533244609833
blur-light,85,1,1,1,0.37250086665153503,"[1, 3, 6, 973, 980]","[0.37250086665153503, 0.11567756533622742, 0.08487164974212646, 0.03418434411287308, 0.02903437800705433]",0.1621546596288681
blur-light,86,1,1,1,0.21623258292675018,"[1, 58, 327, 55, 390]","[0.21623258292675018, 0.1471625119447708, 0.10734681040048599, 0.07627645134925842, 0.06635019183158875]",0.08688533306121826
blur-light,87,1,327,0,0.17462889850139618,"[327, 629, 419, 71, 558]","[0.17462889850139618, 0.064642533659935, 0.03422791510820389, 0.0319959782063961, 0.0289369598031044]",0.03668421134352684
blur-light,88,1,953,0,0.11869781464338303,"[953, 1, 949, 90, 327]","[0.11869781464338303, 0.11647150665521622, 0.08395306020975113, 0.07070581614971161, 0.048753850162029266]",0.13637332618236542
blur-light,89,1,1,1,0.2259044647216797,"[1, 50, 983, 309, 303]","[0.2259044647216797, 0.10900631546974182, 0.07812069356441498, 0.033775895833969116, 0.03254018351435661]",0.01398400031030178
blur-light,90,1,1,1,0.6186777353286743,"[1, 16, 329, 472, 15]","[0.6186777353286743, 0.03458192199468613, 0.02539336122572422, 0.015316867269575596, 0.013899443671107292]",0.019155999645590782
blur-light,91,1,1,1,0.8196592330932617,"[1, 327, 391, 395, 58]","[0.8196592330932617, 0.05715170502662659, 0.03120124153792858, 0.017602816224098206, 0.015331924892961979]",0.051872000098228455
blur-light,92,1,1,1,0.524470329284668,"[1, 525, 338, 772, 647]","[0.524470329284668, 0.07478153705596924, 0.04781479015946388, 0.04591686278581619, 0.015231598168611526]",0.14628799259662628
blur-light,93,1,1,1,0.9935484528541565,"[1, 29, 0, 941, 103]","[0.9935484528541565, 0.0017954132054001093, 0.001517272787168622, 0.0009690507431514561, 0.000639028730802238]",0.46353599429130554
blur-light,94,1,1,1,0.979220986366272,"[1, 29, 949, 6, 397]","[0.979220986366272, 0.007000398822128773, 0.0030681451316922903, 0.001983124762773514, 0.0012651477009057999]",0.13122305274009705
blur-light,95,1,1,1,0.7690564393997192,"[1, 107, 87, 31, 417]","[0.7690564393997192, 0.09601400047540665, 0.06096575781702995, 0.0076810577884316444, 0.0073633654974401]",0.10451733320951462
blur-light,96,1,90,0,0.7500343322753906,"[90, 1, 382, 130, 986]","[0.7500343322753906, 0.11570470035076141, 0.029339641332626343, 0.023675234988331795, 0.020406389608979225]",0.11921951174736023
blur-light,97,1,1,1,0.6312408447265625,"[1, 29, 115, 948, 943]","[0.6312408447265625, 0.1308371126651764, 0.031093021854758263, 0.024965129792690277, 0.021395165473222733]",0.12454933673143387
blur-light,98,1,876,0,0.16879591345787048,"[876, 907, 704, 607, 322]","[0.16879591345787048, 0.09472920000553131, 0.07430976629257202, 0.05617980659008026, 0.04645519331097603]",0.10685866326093674
blur-light,99,1,391,0,0.20209352672100067,"[391, 107, 983, 1, 395]","[0.20209352672100067, 0.18001915514469147, 0.1318768858909607, 0.060777124017477036, 0.05913088470697403]",0.024613333866000175
blur-light,100,2,2,1,0.8977262377738953,"[2, 149, 3, 801, 33]","[0.8977262377738953, 0.05761224403977394, 0.01627858728170395, 0.008120558224618435, 0.0032209588680416346]",0.17225582897663116
blur-light,101,2,2,1,0.9671468138694763,"[2, 3, 150, 149, 5]","[0.9671468138694763, 0.028611892834305763, 0.0006550757098011672, 0.000577735248953104, 0.0005513650248758495]",0.2204776555299759
blur-light,102,2,2,1,0.9808062314987183,"[2, 3, 394, 344, 58]","[0.9808062314987183, 0.010539084672927856, 0.0032935552299022675, 0.001265361555851996, 0.000837738742120564]",0.1346827745437622
blur-light,103,2,2,1,0.6832486987113953,"[2, 3, 149, 4, 148]","[0.6832486987113953, 0.3098355531692505, 0.0019143617246299982, 0.0009897792479023337, 0.000689206994138658]",0.28382715582847595
blur-light,104,2,2,1,0.8308314085006714,"[2, 34, 33, 980, 3]","[0.8308314085006714, 0.05094489827752113, 0.03943217173218727, 0.013660626485943794, 0.013431020081043243]",0.5008666515350342
blur-light,105,2,3,0,0.425909161567688,"[3, 4, 2, 107, 983]","[0.425909161567688, 0.4007025957107544, 0.045473042875528336, 0.03800096735358238, 0.02387927658855915]",0.08296000212430954
blur-light,106,2,2,1,0.877343475818634,"[2, 6, 433, 150, 327]","[0.877343475818634, 0.023682445287704468, 0.020182931795716286, 0.014409047551453114, 0.012621724978089333]",0.09158387035131454
blur-light,107,2,148,0,0.3899601399898529,"[148, 814, 146, 97, 144]","[0.3899601399898529, 0.2859885096549988, 0.14572370052337646, 0.05951603129506111, 0.05459117516875267]",0.045107752084732056
blur-light,108,2,3,0,0.2947886288166046,"[3, 2, 4, 149, 148]","[0.2947886288166046, 0.28456297516822815, 0.26575177907943726, 0.10406214743852615, 0.008497991599142551]",0.2969546616077423
blur-light,109,2,2,1,0.22704237699508667,"[2, 291, 189, 186, 329]","[0.22704237699508667, 0.09011419862508774, 0.03171400725841522, 0.028297340497374535, 0.025864001363515854]",0.43014106154441833
blur-light,110,2,2,1,0.9302114844322205,"[2, 3, 149, 801, 4]","[0.9302114844322205, 0.05243346467614174, 0.011064172722399235, 0.0030543229077011347, 0.0009009415516629815]",0.21395747363567352
blur-light,111,2,2,1,0.43966424465179443,"[2, 6, 33, 34, 973]","[0.43966424465179443, 0.2651308476924896, 0.10970348119735718, 0.029799100011587143, 0.02601611241698265]",0.16721801459789276
blur-light,112,2,494,0,0.18683308362960815,"[494, 672, 144, 835, 808]","[0.18683308362960815, 0.16816283762454987, 0.08535148948431015, 0.05055563151836395, 0.048929497599601746]",0.692155659198761
blur-light,113,2,3,0,0.5380391478538513,"[3, 2, 149, 146, 4]","[0.5380391478538513, 0.4551635682582855, 0.001518903416581452, 0.0014619121793657541, 0.0009751139441505075]",0.2586606442928314
blur-light,114,2,296,0,0.24999117851257324,"[296, 3, 149, 2, 801]","[0.24999117851257324, 0.16513578593730927, 0.12697674334049225, 0.06053781136870384, 0.051316313445568085]",0.2674790024757385
blur-light,115,2,2,1,0.7166571617126465,"[2, 3, 4, 33, 405]","[0.7166571617126465, 0.26696979999542236, 0.0039228093810379505, 0.002983624814078212, 0.0017584961606189609]",0.263270765542984
blur-light,116,2,2,1,0.9252434968948364,"[2, 3, 296, 391, 149]","[0.9252434968948364, 0.04348258674144745, 0.010790896601974964, 0.01026245392858982, 0.0018710626754909754]",0.25321176648139954
blur-light,117,2,3,0,0.4779994785785675,"[3, 2, 4, 33, 908]","[0.4779994785785675, 0.2788093090057373, 0.22453758120536804, 0.005356664769351482, 0.0023935476783663034]",0.16102762520313263
blur-light,118,2,3,0,0.5824177265167236,"[3, 2, 149, 150, 4]","[0.5824177265167236, 0.41117173433303833, 0.0038228826597332954, 0.001213911920785904, 0.0006762019474990666]",0.3200600743293762
blur-light,119,2,2,1,0.8929130434989929,"[2, 6, 147, 801, 33]","[0.8929130434989929, 0.026035195216536522, 0.020688530057668686, 0.019262271001935005, 0.010975614190101624]",0.24505417048931122
blur-light,120,2,2,1,0.4963705241680145,"[2, 150, 4, 6, 3]","[0.4963705241680145, 0.3503859043121338, 0.024874895811080933, 0.023423271253705025, 0.019497456029057503]",0.40004202723503113
blur-light,121,2,2,1,0.6103431582450867,"[2, 344, 150, 149, 296]","[0.6103431582450867, 0.2767634093761444, 0.03142878785729408, 0.028245486319065094, 0.02661997638642788]",0.25139734148979187
blur-light,122,2,3,0,0.5917102694511414,"[3, 2, 107, 149, 4]","[0.5917102694511414, 0.24993662536144257, 0.062318358570337296, 0.02496280148625374, 0.024890488013625145]",0.4803146719932556
blur-light,123,2,2,1,0.5229114294052124,"[2, 3, 149, 4, 107]","[0.5229114294052124, 0.24418498575687408, 0.08899438381195068, 0.05936598405241966, 0.026675080880522728]",0.21822933852672577
blur-light,124,2,2,1,0.6756519675254822,"[2, 3, 149, 296, 4]","[0.6756519675254822, 0.3160134255886078, 0.0023847005795687437, 0.0015481373993679881, 0.0008309119148179889]",0.3621801733970642
blur-light,125,2,2,1,0.9098854660987854,"[2, 3, 395, 344, 148]","[0.9098854660987854, 0.01543290913105011, 0.012795294634997845, 0.007681582123041153, 0.00745415361598134]",0.06856986880302429
blur-light,126,2,2,1,0.4159848690032959,"[2, 149, 3, 150, 33]","[0.4159848690032959, 0.2781406342983246, 0.12841512262821198, 0.07403341680765152, 0.031766366213560104]",0.2968408763408661
blur-light,127,2,3,0,0.32630106806755066,"[3, 433, 84, 395, 148]","[0.32630106806755066, 0.06206001713871956, 0.060760390013456345, 0.052745357155799866, 0.052485886961221695]",0.09608717262744904
blur-light,128,2,89,0,0.46548476815223694,"[89, 391, 833, 982, 387]","[0.46548476815223694, 0.11021491885185242, 0.046687521040439606, 0.03735799342393875, 0.0344085767865181]",0.5595778822898865
blur-light,129,2,2,1,0.6152942776679993,"[2, 149, 3, 296, 150]","[0.6152942776679993, 0.19386331737041473, 0.10851053148508072, 0.05510890483856201, 0.012738642282783985]",0.19472000002861023
blur-light,130,2,3,0,0.9091997742652893,"[3, 150, 2, 6, 149]","[0.9091997742652893, 0.018418241292238235, 0.0168450940400362, 0.013873321004211903, 0.008065701462328434]",0.43704503774642944
blur-light,131,2,2,1,0.9945217370986938,"[2, 394, 3, 980, 147]","[0.9945217370986938, 0.0020438169594854116, 0.001877256785519421, 0.0003870448563247919, 0.0002580646250862628]",0.2452673316001892
blur-light,132,2,898,0,0.13885457813739777,"[898, 514, 2, 472, 999]","[0.13885457813739777, 0.1099182516336441, 0.10252241790294647, 0.04297401383519173, 0.03888481482863426]",0.3466401994228363
blur-light,133,2,2,1,0.5964410901069641,"[2, 3, 4, 148, 5]","[0.5964410901069641, 0.3526611924171448, 0.04745328053832054, 0.0010236524976789951, 0.0005499036051332951]",0.30293866991996765
blur-light,134,2,2,1,0.6718366742134094,"[2, 33, 4, 34, 150]","[0.6718366742134094, 0.08932222425937653, 0.04706721007823944, 0.03643074259161949, 0.035871341824531555]",0.1090773344039917
blur-light,135,2,2,1,0.5967622995376587,"[2, 4, 34, 329, 391]","[0.5967622995376587, 0.12323757261037827, 0.03245368227362633, 0.027137823402881622, 0.026700686663389206]",0.13069069385528564
blur-light,136,2,2,1,0.8852136135101318,"[2, 3, 149, 296, 150]","[0.8852136135101318, 0.06187904253602028, 0.039663780480623245, 0.007881635800004005, 0.002294850768521428]",0.2820533215999603
blur-light,137,2,2,1,0.8139902353286743,"[2, 4, 3, 40, 46]","[0.8139902353286743, 0.09382573515176773, 0.06843873858451843, 0.006669189780950546, 0.002014154102653265]",0.07543712854385376
blur-light,138,2,2,1,0.4553217887878418,"[2, 149, 150, 333, 358]","[0.4553217887878418, 0.17249776422977448, 0.05283051356673241, 0.04718867689371109, 0.023044249042868614]",0.4110099673271179
