model,idx,label,pred,correct,conf_top1,top5_idx,top5_probs,mask_area
crop,16,0,0,1,0.9975271821022034,"[0, 391, 179, 254, 389]","[0.9975271821022034, 0.00025956134777516127, 0.00020185914763715118, 0.00019503364455886185, 0.00018377642845734954]",0.2314026653766632
crop,17,0,0,1,0.9339315891265869,"[0, 114, 344, 42, 391]","[0.9339315891265869, 0.0280392374843359, 0.006922746077179909, 0.0034951462876051664, 0.0025333475787192583]",0.23932266235351562
crop,18,0,0,1,0.9997500777244568,"[0, 389, 391, 428, 603]","[0.9997500777244568, 0.00015378763782791793, 8.55511607369408e-05, 1.0508830428079818e-06, 6.677086616946326e-07]",0.1475733369588852
crop,19,0,87,0,0.6770550012588501,"[87, 0, 93, 295, 96]","[0.6770550012588501, 0.0874137431383133, 0.0678759515285492, 0.029543764889240265, 0.009571108035743237]",0.04277333244681358
crop,20,0,329,0,0.07829351723194122,"[329, 261, 955, 994, 929]","[0.07829351723194122, 0.07326296716928482, 0.07237891107797623, 0.06387321650981903, 0.04309750720858574]",0.028575999662280083
crop,21,0,0,1,0.3089202046394348,"[0, 391, 114, 370, 363]","[0.3089202046394348, 0.23371663689613342, 0.14663082361221313, 0.05221352353692055, 0.04443890228867531]",0.20314666628837585
crop,22,0,0,1,0.9977728724479675,"[0, 391, 351, 119, 114]","[0.9977728724479675, 0.0007312420639209449, 0.00019249747856520116, 0.0001216698728967458, 9.976205183193088e-05]",0.18908266723155975
crop,23,0,0,1,0.9981604218482971,"[0, 389, 31, 391, 119]","[0.9981604218482971, 0.0009967159712687135, 0.0004634982324205339, 3.9411177567671984e-05, 3.2500876841368154e-05]",0.13635733723640442
crop,24,0,0,1,0.9999970197677612,"[0, 389, 391, 954, 428]","[0.9999970197677612, 2.21396544475283e-06, 5.220916250436858e-07, 7.577774141509508e-08, 2.5767231903728316e-08]",0.20506666600704193
crop,25,0,226,0,0.3613952100276947,"[226, 0, 110, 522, 134]","[0.3613952100276947, 0.12205879390239716, 0.08903328329324722, 0.026322882622480392, 0.020024122670292854]",0.07471466809511185
crop,26,0,103,0,0.30701330304145813,"[103, 391, 0, 337, 389]","[0.30701330304145813, 0.12940746545791626, 0.05208016559481621, 0.046637099236249924, 0.046181585639715195]",0.281333327293396
crop,27,0,987,0,0.1715800017118454,"[987, 31, 419, 955, 784]","[0.1715800017118454, 0.12771250307559967, 0.04713116213679314, 0.042981769889593124, 0.034479230642318726]",0.08177066594362259
crop,28,0,0,1,0.9935198426246643,"[0, 122, 941, 124, 211]","[0.9935198426246643, 0.0013047227403149009, 0.0009322654805146158, 0.0005636396817862988, 0.00039909646147862077]",0.16832533478736877
crop,29,0,237,0,0.21491137146949768,"[237, 211, 163, 0, 179]","[0.21491137146949768, 0.10932043194770813, 0.10622288286685944, 0.048366013914346695, 0.04033246636390686]",0.14505065977573395
crop,30,0,0,1,0.5259503722190857,"[0, 390, 931, 42, 329]","[0.5259503722190857, 0.15317054092884064, 0.09441271424293518, 0.03104005567729473, 0.02180427685379982]",0.2961173355579376
crop,31,0,0,1,0.9389164447784424,"[0, 391, 389, 394, 395]","[0.9389164447784424, 0.034886203706264496, 0.010583657771348953, 0.003558131167665124, 0.0019677772652357817]",0.04514666646718979
crop,32,0,7,0,0.04897336661815643,"[7, 863, 193, 394, 191]","[0.04897336661815643, 0.04319445416331291, 0.034022241830825806, 0.033143896609544754, 0.03223792091012001]",0.008245333097875118
crop,33,0,0,1,0.28965258598327637,"[0, 39, 344, 42, 806]","[0.28965258598327637, 0.10063794255256653, 0.0544084869325161, 0.03662855923175812, 0.026382045820355415]",0.1260426640510559
crop,34,0,0,1,0.9342871904373169,"[0, 389, 391, 29, 104]","[0.9342871904373169, 0.02899680845439434, 0.019048552960157394, 0.002619055099785328, 0.0016977936029434204]",0.2658880054950714
crop,35,0,391,0,0.15891146659851074,"[391, 286, 474, 287, 0]","[0.15891146659851074, 0.09609592705965042, 0.09319302439689636, 0.04710650071501732, 0.040837667882442474]",0.08019733428955078
crop,36,0,29,0,0.27664294838905334,"[29, 0, 419, 44, 329]","[0.27664294838905334, 0.13196733593940735, 0.09388070553541183, 0.08235841989517212, 0.036698147654533386]",0.06299199908971786
crop,37,0,0,1,0.9562515616416931,"[0, 394, 391, 268, 395]","[0.9562515616416931, 0.013421542942523956, 0.005235699936747551, 0.004126454703509808, 0.0027533164247870445]",0.2717013359069824
crop,38,0,0,1,0.4940003454685211,"[0, 114, 35, 36, 122]","[0.4940003454685211, 0.16049915552139282, 0.05518174171447754, 0.027753422036767006, 0.02392081543803215]",0.18483200669288635
crop,39,0,0,1,0.9906603693962097,"[0, 522, 389, 456, 843]","[0.9906603693962097, 0.00264795683324337, 0.0011591013753786683, 0.0005879044765606523, 0.00048111347132362425]",0.032575998455286026
crop,40,0,0,1,0.9970359802246094,"[0, 122, 391, 992, 389]","[0.9970359802246094, 0.000924476480577141, 0.0003609490522649139, 0.00024070500512607396, 0.0001627749006729573]",0.12654933333396912
crop,41,0,0,1,0.9652008414268494,"[0, 389, 106, 256, 391]","[0.9652008414268494, 0.011527851223945618, 0.0030025169253349304, 0.0020779725164175034, 0.0012148898094892502]",0.02197866700589657
crop,42,0,0,1,0.7897968888282776,"[0, 491, 367, 8, 295]","[0.7897968888282776, 0.020392870530486107, 0.010151488706469536, 0.00873072724789381, 0.008481512777507305]",0.07094933092594147
crop,43,0,0,1,0.31534436345100403,"[0, 40, 996, 997, 64]","[0.31534436345100403, 0.0847584456205368, 0.06898058950901031, 0.0607161708176136, 0.03862200677394867]",0.0384853333234787
crop,44,0,0,1,0.9969245791435242,"[0, 211, 159, 351, 209]","[0.9969245791435242, 0.0011026810389012098, 0.0005449081654660404, 0.00016319408314302564, 0.00015553417324554175]",0.1587253361940384
crop,45,0,0,1,0.9957239627838135,"[0, 410, 852, 389, 522]","[0.9957239627838135, 0.0008106561144813895, 0.0004648175381589681, 0.00025690573966130614, 0.00023658917052671313]",0.041728001087903976
crop,46,0,0,1,0.9895921945571899,"[0, 389, 391, 390, 114]","[0.9895921945571899, 0.0034856756683439016, 0.0016470489790663123, 0.0015008270274847746, 0.0004898637416772544]",0.17610132694244385
crop,47,0,0,1,0.9735941886901855,"[0, 955, 389, 8, 929]","[0.9735941886901855, 0.013156984001398087, 0.0012276042252779007, 0.0005823281826451421, 0.0004611266776919365]",0.14839999377727509
crop,48,0,0,1,0.21519611775875092,"[0, 84, 136, 295, 395]","[0.21519611775875092, 0.16155871748924255, 0.0897570550441742, 0.051448363810777664, 0.044201530516147614]",0.04822399839758873
crop,49,0,0,1,0.99834144115448,"[0, 389, 395, 394, 391]","[0.99834144115448, 0.0016245506703853607, 1.5266654372680932e-05, 1.0404582098999526e-05, 4.587147941492731e-06]",0.10665713995695114
crop,50,1,393,0,0.6620596051216125,"[393, 108, 115, 954, 132]","[0.6620596051216125, 0.05925285071134567, 0.03935671225190163, 0.03254882991313934, 0.032298795878887177]",0.1516920030117035
crop,51,1,394,0,0.26648005843162537,"[394, 973, 463, 756, 975]","[0.26648005843162537, 0.09547983855009079, 0.04135824739933014, 0.039082158356904984, 0.035517871379852295]",0.016912000253796577
crop,52,1,1,1,0.9991722106933594,"[1, 29, 130, 998, 90]","[0.9991722106933594, 0.00023808325931895524, 6.208764534676448e-05, 3.8919508369872347e-05, 3.8709771615685895e-05]",0.10810133069753647
crop,53,1,1,1,0.9292731285095215,"[1, 942, 108, 929, 130]","[0.9292731285095215, 0.019740162417292595, 0.008004282601177692, 0.006315276026725769, 0.006066273897886276]",0.42317867279052734
crop,54,1,122,0,0.1274115890264511,"[122, 776, 314, 728, 942]","[0.1274115890264511, 0.0801222175359726, 0.04497827589511871, 0.027541855350136757, 0.026545094326138496]",0.15564267337322235
crop,55,1,546,0,0.33523017168045044,"[546, 819, 1, 921, 796]","[0.33523017168045044, 0.12140467762947083, 0.11947290599346161, 0.06255161017179489, 0.048138100653886795]",0.1417119950056076
crop,56,1,998,0,0.395729660987854,"[998, 1, 987, 55, 992]","[0.395729660987854, 0.29389655590057373, 0.03921031579375267, 0.03628302365541458, 0.034350764006376266]",0.35812801122665405
crop,57,1,1,1,0.9777199029922485,"[1, 29, 124, 126, 112]","[0.9777199029922485, 0.003474126337096095, 0.003366689430549741, 0.002705059014260769, 0.0012952998513355851]",0.06567413359880447
crop,58,1,1,1,0.7459940910339355,"[1, 107, 989, 417, 90]","[0.7459940910339355, 0.1895843744277954, 0.01656361296772957, 0.004381012171506882, 0.004031304270029068]",0.0669497698545456
crop,59,1,1,1,0.8315633535385132,"[1, 90, 822, 122, 88]","[0.8315633535385132, 0.05539276450872421, 0.015155327506363392, 0.013808286748826504, 0.011219794861972332]",0.007837696000933647
crop,60,1,1,1,0.813345193862915,"[1, 115, 110, 27, 989]","[0.813345193862915, 0.05554189160466194, 0.03418956324458122, 0.01969315856695175, 0.013549297116696835]",0.018837332725524902
crop,61,1,117,0,0.3987914025783539,"[117, 1, 954, 26, 928]","[0.3987914025783539, 0.2363932728767395, 0.07124282419681549, 0.0529453419148922, 0.033822834491729736]",0.024605808779597282
crop,62,1,1,1,0.9874700903892517,"[1, 90, 122, 94, 12]","[0.9874700903892517, 0.004990029614418745, 0.0046639046631753445, 0.0006306126597337425, 0.0004184264980722219]",0.0629120022058487
crop,63,1,1,1,0.9965922236442566,"[1, 392, 115, 973, 393]","[0.9965922236442566, 0.0006196724134497344, 0.0003806551976595074, 0.00019280440756119788, 0.0001817601005313918]",0.04555733501911163
crop,64,1,1,1,0.18307709693908691,"[1, 435, 896, 849, 786]","[0.18307709693908691, 0.12817691266536713, 0.0906331017613411, 0.03459065780043602, 0.0306691937148571]",0.03643523156642914
crop,65,1,1,1,0.7785082459449768,"[1, 122, 947, 108, 115]","[0.7785082459449768, 0.06789036095142365, 0.03033451735973358, 0.019296342507004738, 0.010672196745872498]",0.19352532923221588
crop,66,1,1,1,0.7844138741493225,"[1, 90, 94, 973, 393]","[0.7844138741493225, 0.1069365069270134, 0.033915046602487564, 0.020539524033665657, 0.0080720791593194]",0.062378667294979095
crop,67,1,803,0,0.18094167113304138,"[803, 913, 408, 410, 866]","[0.18094167113304138, 0.10253775864839554, 0.05558750778436661, 0.02995588257908821, 0.02736891806125641]",0.004736000206321478
crop,68,1,925,0,0.152574822306633,"[925, 722, 1, 921, 607]","[0.152574822306633, 0.04586789757013321, 0.043438516557216644, 0.03545932099223137, 0.03446602821350098]",0.08211733400821686
crop,69,1,27,0,0.23856626451015472,"[27, 1, 973, 4, 393]","[0.23856626451015472, 0.13562290370464325, 0.11873296648263931, 0.07076061517000198, 0.05192577466368675]",0.018981333822011948
crop,70,1,1,1,0.5999149084091187,"[1, 31, 327, 121, 25]","[0.5999149084091187, 0.16530686616897583, 0.06040775030851364, 0.026765745133161545, 0.018682686612010002]",0.024879999458789825
crop,71,1,1,1,0.9368038177490234,"[1, 393, 115, 108, 985]","[0.9368038177490234, 0.02059694193303585, 0.015561139211058617, 0.0074720424599945545, 0.0026455181650817394]",0.15435920655727386
crop,72,1,327,0,0.24754591286182404,"[327, 115, 1, 973, 108]","[0.24754591286182404, 0.13750885426998138, 0.11481112241744995, 0.06728305667638779, 0.057879913598299026]",0.00692018773406744
crop,73,1,1,1,0.17364272475242615,"[1, 728, 317, 984, 314]","[0.17364272475242615, 0.169676274061203, 0.06394853442907333, 0.035654567182064056, 0.03543110191822052]",0.0637623742222786
crop,74,1,1,1,0.4086602032184601,"[1, 980, 850, 806, 417]","[0.4086602032184601, 0.35823842883110046, 0.058084238320589066, 0.013057628646492958, 0.012748855166137218]",0.059560492634773254
crop,75,1,1,1,0.9857914447784424,"[1, 393, 108, 107, 808]","[0.9857914447784424, 0.006639119703322649, 0.006494707893580198, 0.00030175052233971655, 0.00024202698841691017]",0.2780959904193878
crop,76,1,1,1,0.815704345703125,"[1, 115, 327, 924, 933]","[0.815704345703125, 0.041789136826992035, 0.02561153843998909, 0.016867486760020256, 0.013010736554861069]",0.04653302952647209
crop,77,1,1,1,0.8268382549285889,"[1, 323, 108, 327, 110]","[0.8268382549285889, 0.021625563502311707, 0.015777872875332832, 0.012650280259549618, 0.011086244136095047]",0.001354401814751327
crop,78,1,1,1,0.9971283078193665,"[1, 107, 397, 392, 90]","[0.9971283078193665, 0.0006977031007409096, 0.0004804164345841855, 0.00037663968396373093, 0.0002245477808173746]",0.34379199147224426
crop,79,1,1,1,0.29353511333465576,"[1, 115, 125, 110, 924]","[0.29353511333465576, 0.25250887870788574, 0.06356095522642136, 0.02682359144091606, 0.022003967314958572]",0.1369839757680893
crop,80,1,1,1,0.37610477209091187,"[1, 112, 722, 607, 870]","[0.37610477209091187, 0.05670110136270523, 0.03418511524796486, 0.028033114969730377, 0.026061994954943657]",0.01762133277952671
crop,81,1,1,1,0.8806146383285522,"[1, 322, 338, 333, 29]","[0.8806146383285522, 0.01571163721382618, 0.009447461925446987, 0.0075667607598006725, 0.005422802641987801]",0.18426799774169922
crop,82,1,1,1,0.8008226156234741,"[1, 850, 980, 33, 333]","[0.8008226156234741, 0.02741205133497715, 0.022975033149123192, 0.012701031751930714, 0.010446010157465935]",0.17489756643772125
crop,83,1,1,1,0.5603350400924683,"[1, 850, 457, 452, 911]","[0.5603350400924683, 0.2516448497772217, 0.026135612279176712, 0.00868276972323656, 0.008597209118306637]",0.245961531996727
crop,84,1,1,1,0.9416695237159729,"[1, 107, 6, 390, 980]","[0.9416695237159729, 0.018794842064380646, 0.008212666027247906, 0.006540550384670496, 0.005693426355719566]",0.15040533244609833
crop,85,1,1,1,0.96662837266922,"[1, 393, 115, 723, 417]","[0.96662837266922, 0.005489726550877094, 0.00456309923902154, 0.0030325334519147873, 0.0020800656639039516]",0.1621546596288681
crop,86,1,1,1,0.44184166193008423,"[1, 58, 124, 107, 980]","[0.44184166193008423, 0.1430273950099945, 0.1407739818096161, 0.06149337813258171, 0.03382260352373123]",0.08688533306121826
crop,87,1,455,0,0.10095535963773727,"[455, 419, 644, 584, 600]","[0.10095535963773727, 0.0545397624373436, 0.05346584692597389, 0.04649244248867035, 0.04098821431398392]",0.03668421134352684
crop,88,1,1,1,0.8307443261146545,"[1, 90, 953, 793, 949]","[0.8307443261146545, 0.02721693180501461, 0.014736076816916466, 0.013052864000201225, 0.008854163810610771]",0.13637332618236542
crop,89,1,1,1,0.6389076113700867,"[1, 329, 304, 815, 381]","[0.6389076113700867, 0.03432965278625488, 0.021943828091025352, 0.02064165286719799, 0.017734220251441002]",0.01398400031030178
crop,90,1,1,1,0.5392173528671265,"[1, 327, 27, 16, 792]","[0.5392173528671265, 0.12079555541276932, 0.06551462411880493, 0.035805270075798035, 0.03423509746789932]",0.019155999645590782
crop,91,1,1,1,0.3152615427970886,"[1, 815, 46, 312, 6]","[0.3152615427970886, 0.05889599770307541, 0.034845754504203796, 0.03404134884476662, 0.032341357320547104]",0.051872000098228455
crop,92,1,1,1,0.9730237722396851,"[1, 389, 395, 333, 296]","[0.9730237722396851, 0.0037325448356568813, 0.0021653887815773487, 0.0014005081029608846, 0.0009793519275262952]",0.14628799259662628
crop,93,1,1,1,0.9954924583435059,"[1, 941, 0, 393, 116]","[0.9954924583435059, 0.0007887519313953817, 0.0005373723688535392, 0.0003793122887145728, 0.0003496402350720018]",0.46353599429130554
crop,94,1,1,1,0.9131370782852173,"[1, 115, 850, 948, 29]","[0.9131370782852173, 0.010939185507595539, 0.010690019465982914, 0.01031273789703846, 0.006765503901988268]",0.13122305274009705
crop,95,1,1,1,0.9932721257209778,"[1, 90, 736, 87, 392]","[0.9932721257209778, 0.0034973130095750093, 0.000361046870239079, 0.00035973842022940516, 0.0002279105974594131]",0.10451733320951462
crop,96,1,1,1,0.9962852001190186,"[1, 90, 945, 88, 607]","[0.9962852001190186, 0.0020207837224006653, 0.000392438581911847, 0.00021822881535626948, 0.0002090256748488173]",0.11921951174736023
crop,97,1,1,1,0.6821974515914917,"[1, 989, 29, 945, 980]","[0.6821974515914917, 0.05753980576992035, 0.0417802520096302, 0.02610311098396778, 0.02492757886648178]",0.12454933673143387
crop,98,1,954,0,0.40291813015937805,"[954, 907, 773, 948, 859]","[0.40291813015937805, 0.0806681290268898, 0.06338716298341751, 0.06175709515810013, 0.05188406631350517]",0.10685866326093674
crop,99,1,115,0,0.2116663008928299,"[115, 1, 390, 396, 110]","[0.2116663008928299, 0.17848090827465057, 0.16393829882144928, 0.0760044977068901, 0.03188451752066612]",0.024613333866000175
crop,100,2,2,1,0.9479326605796814,"[2, 801, 4, 148, 3]","[0.9479326605796814, 0.02387583628296852, 0.008311409503221512, 0.00593425752595067, 0.004355513025075197]",0.17225582897663116
crop,101,2,2,1,0.897868812084198,"[2, 3, 5, 149, 33]","[0.897868812084198, 0.039746157824993134, 0.015364524908363819, 0.011710349470376968, 0.007385300938040018]",0.2204776555299759
crop,102,2,3,0,0.4157313108444214,"[3, 2, 394, 6, 397]","[0.4157313108444214, 0.306863397359848, 0.10833752155303955, 0.02459627576172352, 0.02324550598859787]",0.1346827745437622
crop,103,2,2,1,0.9939875602722168,"[2, 3, 149, 33, 394]","[0.9939875602722168, 0.002899753162637353, 0.0027832479681819677, 9.825167217059061e-05, 7.882135832915083e-05]",0.28382715582847595
crop,104,2,149,0,0.11318924278020859,"[149, 148, 4, 5, 3]","[0.11318924278020859, 0.11032269895076752, 0.05311507359147072, 0.05029750615358353, 0.0436491034924984]",0.5008666515350342
crop,105,2,3,0,0.6409658789634705,"[3, 4, 2, 6, 5]","[0.6409658789634705, 0.28670060634613037, 0.042592424899339676, 0.011516104452311993, 0.006356952711939812]",0.08296000212430954
crop,106,2,2,1,0.8455010056495667,"[2, 3, 150, 4, 6]","[0.8455010056495667, 0.039961934089660645, 0.03588336333632469, 0.015954094007611275, 0.014815191738307476]",0.09158387035131454
crop,107,2,148,0,0.3832438886165619,"[148, 147, 2, 146, 99]","[0.3832438886165619, 0.22469085454940796, 0.17652611434459686, 0.0945669487118721, 0.02317862957715988]",0.045107752084732056
crop,108,2,2,1,0.702631413936615,"[2, 4, 149, 3, 5]","[0.702631413936615, 0.1029033288359642, 0.0783098116517067, 0.056389059871435165, 0.007949277758598328]",0.2969546616077423
crop,109,2,115,0,0.2606925070285797,"[115, 110, 329, 2, 120]","[0.2606925070285797, 0.13496820628643036, 0.07930324226617813, 0.0563502199947834, 0.054250892251729965]",0.43014106154441833
crop,110,2,3,0,0.5658221244812012,"[3, 2, 4, 149, 5]","[0.5658221244812012, 0.41104453802108765, 0.009356297552585602, 0.002795229200273752, 0.002381728496402502]",0.21395747363567352
crop,111,2,33,0,0.4055638015270233,"[33, 2, 6, 5, 973]","[0.4055638015270233, 0.2619501054286957, 0.1085273027420044, 0.04094506427645683, 0.022258665412664413]",0.16721801459789276
crop,112,2,89,0,0.8213574886322021,"[89, 127, 144, 808, 494]","[0.8213574886322021, 0.04139747470617294, 0.017439503222703934, 0.016350260004401207, 0.012118726968765259]",0.692155659198761
crop,113,2,2,1,0.9528108835220337,"[2, 3, 4, 149, 394]","[0.9528108835220337, 0.04386948421597481, 0.002501655137166381, 0.00022040496696718037, 8.476163930026814e-05]",0.2586606442928314
crop,114,2,149,0,0.1657465696334839,"[149, 4, 2, 147, 3]","[0.1657465696334839, 0.1587957739830017, 0.1442011445760727, 0.06975919008255005, 0.06722117960453033]",0.2674790024757385
crop,115,2,3,0,0.5994155406951904,"[3, 2, 33, 397, 394]","[0.5994155406951904, 0.3363282382488251, 0.0376911461353302, 0.006307501811534166, 0.002023946261033416]",0.263270765542984
crop,116,2,2,1,0.9755486249923706,"[2, 391, 4, 149, 394]","[0.9755486249923706, 0.00863692443817854, 0.003829309018328786, 0.003379978472366929, 0.003196427132934332]",0.25321176648139954
crop,117,2,2,1,0.4693141281604767,"[2, 3, 4, 33, 397]","[0.4693141281604767, 0.38427937030792236, 0.09000980108976364, 0.014519350603222847, 0.01112581230700016]",0.16102762520313263
crop,118,2,3,0,0.7285609841346741,"[3, 2, 5, 149, 6]","[0.7285609841346741, 0.2296251505613327, 0.012381271459162235, 0.009148883633315563, 0.0050554717890918255]",0.3200600743293762
crop,119,2,2,1,0.6294569373130798,"[2, 33, 3, 801, 6]","[0.6294569373130798, 0.0930529460310936, 0.03922492265701294, 0.026336224749684334, 0.020741982385516167]",0.24505417048931122
crop,120,2,2,1,0.9644010066986084,"[2, 150, 3, 149, 6]","[0.9644010066986084, 0.01542886346578598, 0.010349186137318611, 0.0020524647552520037, 0.0010816194117069244]",0.40004202723503113
crop,121,2,801,0,0.41492336988449097,"[801, 33, 149, 150, 2]","[0.41492336988449097, 0.14377668499946594, 0.11933347582817078, 0.10335560888051987, 0.05468285456299782]",0.25139734148979187
crop,122,2,2,1,0.3879503309726715,"[2, 3, 4, 149, 107]","[0.3879503309726715, 0.28937503695487976, 0.08661685138940811, 0.05125622823834419, 0.05073197931051254]",0.4803146719932556
crop,123,2,2,1,0.8838614821434021,"[2, 3, 149, 5, 4]","[0.8838614821434021, 0.040753938257694244, 0.020035691559314728, 0.010469362139701843, 0.009864993393421173]",0.21822933852672577
crop,124,2,2,1,0.7933961749076843,"[2, 3, 149, 5, 6]","[0.7933961749076843, 0.20035114884376526, 0.0013746588956564665, 0.0008285696967504919, 0.0008236158755607903]",0.3621801733970642
crop,125,2,3,0,0.524799644947052,"[3, 395, 2, 65, 391]","[0.524799644947052, 0.15881535410881042, 0.10451094806194305, 0.05266323685646057, 0.01830817200243473]",0.06856986880302429
crop,126,2,2,1,0.8257139325141907,"[2, 3, 149, 4, 148]","[0.8257139325141907, 0.09960006177425385, 0.05421646311879158, 0.009831242263317108, 0.0028054811991751194]",0.2968408763408661
crop,127,2,6,0,0.2128075212240219,"[6, 3, 150, 4, 970]","[0.2128075212240219, 0.1338994801044464, 0.09234637767076492, 0.08327322453260422, 0.05939368158578873]",0.09608717262744904
crop,128,2,89,0,0.12433990836143494,"[89, 391, 2, 247, 934]","[0.12433990836143494, 0.11451900750398636, 0.10468243807554245, 0.1037619560956955, 0.0892811119556427]",0.5595778822898865
crop,129,2,2,1,0.6879530549049377,"[2, 3, 149, 4, 395]","[0.6879530549049377, 0.2147783637046814, 0.044905416667461395, 0.038650281727313995, 0.004453409928828478]",0.19472000002861023
crop,130,2,3,0,0.7974838018417358,"[3, 150, 2, 344, 397]","[0.7974838018417358, 0.06022827327251434, 0.0419187918305397, 0.02922816388309002, 0.01671930029988289]",0.43704503774642944
crop,131,2,2,1,0.9723424315452576,"[2, 3, 394, 149, 4]","[0.9723424315452576, 0.016120150685310364, 0.006681377068161964, 0.0018347486620768905, 0.0010923361405730247]",0.2452673316001892
crop,132,2,2,1,0.5328009724617004,"[2, 3, 107, 944, 849]","[0.5328009724617004, 0.28636980056762695, 0.04977700114250183, 0.00784608069807291, 0.00506184995174408]",0.3466401994228363
crop,133,2,3,0,0.713249683380127,"[3, 2, 4, 6, 149]","[0.713249683380127, 0.2117387354373932, 0.03899307921528816, 0.015321942046284676, 0.007972879335284233]",0.30293866991996765
crop,134,2,2,1,0.3375049829483032,"[2, 397, 3, 1, 4]","[0.3375049829483032, 0.09180336445569992, 0.07287059724330902, 0.05657016858458519, 0.053517282009124756]",0.1090773344039917
crop,135,2,2,1,0.8584892153739929,"[2, 3, 33, 147, 34]","[0.8584892153739929, 0.04455539584159851, 0.03954937309026718, 0.02455941028892994, 0.006474397145211697]",0.13069069385528564
crop,136,2,2,1,0.8607505559921265,"[2, 149, 3, 6, 150]","[0.8607505559921265, 0.09378312528133392, 0.02659226581454277, 0.008973653428256512, 0.0021225044038146734]",0.2820533215999603
crop,137,2,2,1,0.7069206237792969,"[2, 3, 4, 819, 416]","[0.7069206237792969, 0.16495873034000397, 0.08241932839155197, 0.007089946884661913, 0.004050346091389656]",0.07543712854385376
crop,138,2,2,1,0.5059384107589722,"[2, 150, 333, 29, 149]","[0.5059384107589722, 0.18180221319198608, 0.06332369148731232, 0.06305696070194244, 0.02597622014582157]",0.4110099673271179
crop,139,2,248,0,0.07455477118492126,"[248, 76, 98, 20, 801]","[0.07455477118492126, 0.07191228121519089, 0.05403957515954971, 0.04131006449460983, 0.03515036031603813]",0.05871881917119026
crop,140,2,150,0,0.5095119476318359,"[150, 2, 146, 3, 296]","[0.5095119476318359, 0.15285475552082062, 0.076274573802948, 0.04531509429216385, 0.042033854871988297]",0.08390390127897263
crop,141,2,2,1,0.24202688038349152,"[2, 433, 397, 845, 119]","[0.24202688038349152, 0.15187615156173706, 0.04676926136016846, 0.037290673702955246, 0.0369081050157547]",0.13353753089904785
