model,idx,label,pred,correct,conf_top1,top5_idx,top5_probs,mask_area
cm-strong,14,0,0,1,0.993259072303772,"[0, 382, 410, 522, 220]","[0.993259072303772, 0.0007373889675363898, 0.00043807027395814657, 0.00028048118110746145, 0.0002793354506138712]",0.10237866640090942
cm-strong,15,0,0,1,0.9082027077674866,"[0, 103, 390, 6, 389]","[0.9082027077674866, 0.05108287185430527, 0.012258660979568958, 0.004289423581212759, 0.0031720753759145737]",0.21223466098308563
cm-strong,16,0,0,1,0.9991587400436401,"[0, 389, 390, 868, 910]","[0.9991587400436401, 8.678688755026087e-05, 5.911706102779135e-05, 4.1314859117846936e-05, 3.7125530070625246e-05]",0.2314026653766632
cm-strong,17,0,0,1,0.9847056269645691,"[0, 237, 344, 452, 608]","[0.9847056269645691, 0.004776643123477697, 0.0016939418856054544, 0.0003955432039219886, 0.0003836215764749795]",0.23932266235351562
cm-strong,18,0,0,1,0.9999895095825195,"[0, 389, 391, 118, 109]","[0.9999895095825195, 7.167661806306569e-06, 2.2000215267325984e-06, 1.0371290670718736e-07, 8.273887885934528e-08]",0.1475733369588852
cm-strong,19,0,0,1,0.5777700543403625,"[0, 69, 87, 112, 6]","[0.5777700543403625, 0.09200696647167206, 0.03446827456355095, 0.02482421137392521, 0.020208066329360008]",0.04277333244681358
cm-strong,20,0,0,1,0.11143877357244492,"[0, 329, 522, 929, 947]","[0.11143877357244492, 0.08242620527744293, 0.07085654139518738, 0.052380599081516266, 0.039847612380981445]",0.028575999662280083
cm-strong,21,0,0,1,0.7030978202819824,"[0, 391, 53, 341, 114]","[0.7030978202819824, 0.23771260678768158, 0.013037837110459805, 0.00814804621040821, 0.002371917711570859]",0.20314666628837585
cm-strong,22,0,0,1,0.9838305115699768,"[0, 4, 391, 3, 394]","[0.9838305115699768, 0.004108167253434658, 0.003914844244718552, 0.0012691458687186241, 0.0008143855375237763]",0.18908266723155975
cm-strong,23,0,0,1,0.9998500347137451,"[0, 394, 29, 389, 31]","[0.9998500347137451, 3.599689807742834e-05, 2.0291110558900982e-05, 1.4533356988977175e-05, 1.1720735528797377e-05]",0.13635733723640442
cm-strong,24,0,0,1,0.9999839067459106,"[0, 389, 391, 118, 910]","[0.9999839067459106, 1.0573498002486303e-05, 1.4731323290106957e-06, 7.679456643927551e-07, 4.3541848526729154e-07]",0.20506666600704193
cm-strong,25,0,0,1,0.15632887184619904,"[0, 212, 130, 176, 345]","[0.15632887184619904, 0.09643807262182236, 0.060560423880815506, 0.05931108072400093, 0.05316159129142761]",0.07471466809511185
cm-strong,26,0,0,1,0.3410288691520691,"[0, 103, 391, 119, 410]","[0.3410288691520691, 0.3123440146446228, 0.024478396400809288, 0.020610172301530838, 0.01766131818294525]",0.281333327293396
cm-strong,27,0,987,0,0.12154721468687057,"[987, 998, 112, 327, 658]","[0.12154721468687057, 0.05145891755819321, 0.04776691272854805, 0.04158817604184151, 0.04001342132687569]",0.08177066594362259
cm-strong,28,0,0,1,0.2700396478176117,"[0, 211, 184, 7, 243]","[0.2700396478176117, 0.12737500667572021, 0.10819417238235474, 0.03669139742851257, 0.0360923670232296]",0.16832533478736877
cm-strong,29,0,0,1,0.12074226140975952,"[0, 4, 237, 29, 6]","[0.12074226140975952, 0.11264241486787796, 0.04767344892024994, 0.04026724770665169, 0.03198927268385887]",0.14505065977573395
cm-strong,30,0,0,1,0.9354420900344849,"[0, 390, 6, 544, 106]","[0.9354420900344849, 0.016595447435975075, 0.0031228256411850452, 0.0027738430071622133, 0.002550125354900956]",0.2961173355579376
cm-strong,31,0,0,1,0.8299781084060669,"[0, 394, 391, 965, 431]","[0.8299781084060669, 0.05006549507379532, 0.011895386502146721, 0.009118247777223587, 0.006962292827665806]",0.04514666646718979
cm-strong,32,0,213,0,0.13204751908779144,"[213, 410, 255, 184, 214]","[0.13204751908779144, 0.11765759438276291, 0.07766345888376236, 0.06695915013551712, 0.03685850650072098]",0.008245333097875118
cm-strong,33,0,0,1,0.342707097530365,"[0, 114, 33, 6, 5]","[0.342707097530365, 0.048082318156957626, 0.04509573057293892, 0.04091062396764755, 0.024484790861606598]",0.1260426640510559
cm-strong,34,0,0,1,0.8897680640220642,"[0, 391, 389, 395, 394]","[0.8897680640220642, 0.05446998029947281, 0.030911436304450035, 0.0016736345132812858, 0.001451172400265932]",0.2658880054950714
cm-strong,35,0,395,0,0.47226718068122864,"[395, 391, 394, 389, 0]","[0.47226718068122864, 0.23216018080711365, 0.08954328298568726, 0.0634676143527031, 0.028293203562498093]",0.08019733428955078
cm-strong,36,0,419,0,0.2253899872303009,"[419, 124, 934, 118, 329]","[0.2253899872303009, 0.1303369104862213, 0.09279479831457138, 0.055198751389980316, 0.043499719351530075]",0.06299199908971786
cm-strong,37,0,0,1,0.9475142359733582,"[0, 391, 103, 6, 394]","[0.9475142359733582, 0.006599328480660915, 0.004147613886743784, 0.00275746313855052, 0.002715626498684287]",0.2717013359069824
cm-strong,38,0,6,0,0.22226093709468842,"[6, 114, 0, 103, 36]","[0.22226093709468842, 0.20472747087478638, 0.14545927941799164, 0.11474711447954178, 0.024669859558343887]",0.18483200669288635
cm-strong,39,0,0,1,0.9830507636070251,"[0, 391, 389, 797, 395]","[0.9830507636070251, 0.002874501049518585, 0.0025696726515889168, 0.0015687464037910104, 0.000670945446472615]",0.032575998455286026
cm-strong,40,0,0,1,0.9464571475982666,"[0, 957, 114, 997, 947]","[0.9464571475982666, 0.012428018264472485, 0.0059517621994018555, 0.004454426001757383, 0.002600237727165222]",0.12654933333396912
cm-strong,41,0,0,1,0.974959135055542,"[0, 106, 389, 256, 391]","[0.974959135055542, 0.0067750453017652035, 0.002393226372078061, 0.00127462949603796, 0.0011081622214987874]",0.02197866700589657
cm-strong,42,0,0,1,0.829163134098053,"[0, 391, 394, 17, 297]","[0.829163134098053, 0.010082675144076347, 0.009209450334310532, 0.009180117398500443, 0.008783611468970776]",0.07094933092594147
cm-strong,43,0,0,1,0.8206157088279724,"[0, 391, 51, 952, 947]","[0.8206157088279724, 0.01959861069917679, 0.01708187535405159, 0.013881759718060493, 0.012591973878443241]",0.0384853333234787
cm-strong,44,0,0,1,0.9987751841545105,"[0, 391, 211, 51, 997]","[0.9987751841545105, 0.00010537172056501731, 0.00010218179522780702, 9.765703725861385e-05, 6.816986569901928e-05]",0.1587253361940384
cm-strong,45,0,0,1,0.9966703057289124,"[0, 410, 391, 420, 491]","[0.9966703057289124, 0.0015357445226982236, 0.0006798129179514945, 0.00017381308134645224, 0.0001136493228841573]",0.041728001087903976
cm-strong,46,0,0,1,0.9957095384597778,"[0, 389, 391, 390, 997]","[0.9957095384597778, 0.0010171298636123538, 0.0009142814087681472, 0.0004894145531579852, 0.0002249483804916963]",0.17610132694244385
cm-strong,47,0,0,1,0.9985652565956116,"[0, 957, 955, 990, 997]","[0.9985652565956116, 0.0002125221653841436, 7.3906900070142e-05, 6.224041862878948e-05, 5.89936607866548e-05]",0.14839999377727509
cm-strong,48,0,0,1,0.7519495487213135,"[0, 395, 392, 4, 295]","[0.7519495487213135, 0.09008196741342545, 0.0339701808989048, 0.019220758229494095, 0.01866784878075123]",0.04822399839758873
cm-strong,49,0,0,1,0.9976400136947632,"[0, 391, 389, 394, 395]","[0.9976400136947632, 0.0013165250420570374, 0.000609894806984812, 0.0002237374137621373, 0.00010642694542184472]",0.10665713995695114
cm-strong,50,1,393,0,0.37597426772117615,"[393, 115, 108, 171, 1]","[0.37597426772117615, 0.049226075410842896, 0.04216528683900833, 0.0322018526494503, 0.030489150434732437]",0.1516920030117035
cm-strong,51,1,107,0,0.46789756417274475,"[107, 980, 1, 29, 989]","[0.46789756417274475, 0.11712150275707245, 0.09517408162355423, 0.02919803559780121, 0.025167349725961685]",0.016912000253796577
cm-strong,52,1,1,1,0.9967319965362549,"[1, 29, 130, 942, 90]","[0.9967319965362549, 0.0011698657181113958, 0.0007537814672105014, 0.00030371989123523235, 0.00018988785450346768]",0.10810133069753647
cm-strong,53,1,1,1,0.9916930794715881,"[1, 942, 940, 951, 130]","[0.9916930794715881, 0.0030669374391436577, 0.0007189962780103087, 0.0005524534499272704, 0.0003425805480219424]",0.42317867279052734
cm-strong,54,1,122,0,0.09247512370347977,"[122, 989, 319, 879, 532]","[0.09247512370347977, 0.06207157298922539, 0.05141911283135414, 0.05055771768093109, 0.048796843737363815]",0.15564267337322235
cm-strong,55,1,1,1,0.278666228055954,"[1, 819, 594, 678, 457]","[0.278666228055954, 0.1451178342103958, 0.04147861897945404, 0.02699434384703636, 0.019075268879532814]",0.1417119950056076
cm-strong,56,1,1,1,0.9185118675231934,"[1, 114, 55, 0, 998]","[0.9185118675231934, 0.0099849384278059, 0.00817372277379036, 0.007730876561254263, 0.005418108776211739]",0.35812801122665405
cm-strong,57,1,1,1,0.9914656281471252,"[1, 29, 457, 115, 816]","[0.9914656281471252, 0.0027269620914012194, 0.0005347502301447093, 0.0003859194985125214, 0.00037569983396679163]",0.06567413359880447
cm-strong,58,1,107,0,0.5834380388259888,"[107, 1, 111, 989, 971]","[0.5834380388259888, 0.188441663980484, 0.032483670860528946, 0.020233359187841415, 0.01671159453690052]",0.0669497698545456
cm-strong,59,1,1,1,0.8095468878746033,"[1, 90, 693, 694, 830]","[0.8095468878746033, 0.058914463967084885, 0.03303998336195946, 0.018657393753528595, 0.010714682750403881]",0.007837696000933647
cm-strong,60,1,1,1,0.407635897397995,"[1, 115, 110, 989, 784]","[0.407635897397995, 0.22272492945194244, 0.16171951591968536, 0.08875487744808197, 0.022913791239261627]",0.018837332725524902
cm-strong,61,1,117,0,0.18615272641181946,"[117, 115, 1, 954, 26]","[0.18615272641181946, 0.18349440395832062, 0.15685006976127625, 0.13230730593204498, 0.0609314851462841]",0.024605808779597282
cm-strong,62,1,1,1,0.9989539384841919,"[1, 11, 115, 120, 122]","[0.9989539384841919, 0.00027125675114803016, 0.00011590498615987599, 8.148131746565923e-05, 4.959641955792904e-05]",0.0629120022058487
cm-strong,63,1,1,1,0.9993436932563782,"[1, 115, 390, 397, 64]","[0.9993436932563782, 9.491762466495857e-05, 5.506665547727607e-05, 4.691263529821299e-05, 4.6544628276024014e-05]",0.04555733501911163
cm-strong,64,1,1,1,0.18767262995243073,"[1, 572, 719, 263, 333]","[0.18767262995243073, 0.1766682118177414, 0.07065106928348541, 0.060228049755096436, 0.03534243628382683]",0.03643523156642914
cm-strong,65,1,1,1,0.5474336743354797,"[1, 947, 27, 809, 122]","[0.5474336743354797, 0.08061936497688293, 0.059396930038928986, 0.04052335023880005, 0.026557467877864838]",0.19352532923221588
cm-strong,66,1,1,1,0.962611973285675,"[1, 611, 696, 801, 309]","[0.962611973285675, 0.002894143806770444, 0.0023793322034180164, 0.0023023502435535192, 0.0020312524866312742]",0.062378667294979095
cm-strong,67,1,984,0,0.562214732170105,"[984, 1, 803, 412, 458]","[0.562214732170105, 0.024204259738326073, 0.023247005417943, 0.02217254787683487, 0.0190802663564682]",0.004736000206321478
cm-strong,68,1,1,1,0.5070269703865051,"[1, 925, 719, 720, 793]","[0.5070269703865051, 0.09364942461252213, 0.021809672936797142, 0.012160473503172398, 0.010727732442319393]",0.08211733400821686
cm-strong,69,1,108,0,0.19701066613197327,"[108, 4, 973, 1, 115]","[0.19701066613197327, 0.18734602630138397, 0.13841670751571655, 0.12317894399166107, 0.049480341374874115]",0.018981333822011948
cm-strong,70,1,1,1,0.782196044921875,"[1, 25, 31, 93, 947]","[0.782196044921875, 0.04084421694278717, 0.032756682485342026, 0.030135858803987503, 0.014302312396466732]",0.024879999458789825
cm-strong,71,1,1,1,0.9738852977752686,"[1, 945, 392, 937, 973]","[0.9738852977752686, 0.006824467331171036, 0.0028206827118992805, 0.00149462278932333, 0.0012950435047969222]",0.15435920655727386
cm-strong,72,1,1,1,0.4864842891693115,"[1, 115, 58, 108, 28]","[0.4864842891693115, 0.21751467883586884, 0.0682818815112114, 0.04199802130460739, 0.03349459916353226]",0.00692018773406744
cm-strong,73,1,6,0,0.13823163509368896,"[6, 1, 108, 4, 816]","[0.13823163509368896, 0.12143868207931519, 0.11100013554096222, 0.06622314453125, 0.05391240119934082]",0.0637623742222786
cm-strong,74,1,1,1,0.788476288318634,"[1, 417, 980, 972, 112]","[0.788476288318634, 0.04158928245306015, 0.030414633452892303, 0.015359681099653244, 0.0064619905315339565]",0.059560492634773254
cm-strong,75,1,1,1,0.9974254965782166,"[1, 29, 390, 107, 998]","[0.9974254965782166, 0.0011131250066682696, 0.0004963729879818857, 0.00016287951439153403, 9.044098987942562e-05]",0.2780959904193878
cm-strong,76,1,1,1,0.2769955098628998,"[1, 115, 327, 329, 108]","[0.2769955098628998, 0.2187458723783493, 0.13331684470176697, 0.10431458055973053, 0.08975677192211151]",0.04653302952647209
cm-strong,77,1,1,1,0.4632144868373871,"[1, 496, 971, 28, 611]","[0.4632144868373871, 0.10320455580949783, 0.0509103387594223, 0.03974638506770134, 0.03935614600777626]",0.001354401814751327
cm-strong,78,1,1,1,0.8452343940734863,"[1, 390, 103, 941, 29]","[0.8452343940734863, 0.026822300627827644, 0.02007864974439144, 0.0172527227550745, 0.0081042954698205]",0.34379199147224426
cm-strong,79,1,121,0,0.218430757522583,"[121, 122, 124, 552, 123]","[0.218430757522583, 0.11411336809396744, 0.08167214691638947, 0.04340720176696777, 0.0413011834025383]",0.1369839757680893
cm-strong,80,1,112,0,0.12287325412034988,"[112, 493, 1, 744, 840]","[0.12287325412034988, 0.029916277155280113, 0.0276375450193882, 0.027571482583880424, 0.026558689773082733]",0.01762133277952671
cm-strong,81,1,1,1,0.7532746195793152,"[1, 122, 114, 88, 928]","[0.7532746195793152, 0.031913742423057556, 0.0229299645870924, 0.02096034586429596, 0.012873479165136814]",0.18426799774169922
cm-strong,82,1,1,1,0.3155999779701233,"[1, 213, 980, 129, 187]","[0.3155999779701233, 0.07589265704154968, 0.06526894122362137, 0.050151385366916656, 0.033394549041986465]",0.17489756643772125
cm-strong,83,1,1,1,0.9811936020851135,"[1, 130, 928, 850, 29]","[0.9811936020851135, 0.0019673435017466545, 0.0012284721015021205, 0.0011884297709912062, 0.0011056654620915651]",0.245961531996727
cm-strong,84,1,1,1,0.7837114930152893,"[1, 107, 980, 29, 982]","[0.7837114930152893, 0.10567338764667511, 0.025046521797776222, 0.013519215397536755, 0.005024193320423365]",0.15040533244609833
cm-strong,85,1,1,1,0.9350269436836243,"[1, 393, 850, 433, 3]","[0.9350269436836243, 0.012891414575278759, 0.0029843938536942005, 0.0024933561217039824, 0.0024467026814818382]",0.1621546596288681
cm-strong,86,1,1,1,0.5408787727355957,"[1, 390, 58, 6, 329]","[0.5408787727355957, 0.0898045152425766, 0.04047413170337677, 0.029816925525665283, 0.02833004854619503]",0.08688533306121826
cm-strong,87,1,845,0,0.143377423286438,"[845, 1, 419, 629, 700]","[0.143377423286438, 0.06475599855184555, 0.06143488362431526, 0.05799560993909836, 0.03539430350065231]",0.03668421134352684
cm-strong,88,1,1,1,0.6466460227966309,"[1, 380, 852, 931, 17]","[0.6466460227966309, 0.028318237513303757, 0.022774511948227882, 0.022039568051695824, 0.020746201276779175]",0.13637332618236542
cm-strong,89,1,1,1,0.5621042847633362,"[1, 384, 115, 103, 28]","[0.5621042847633362, 0.05552549660205841, 0.026009228080511093, 0.025783393532037735, 0.017289848998188972]",0.01398400031030178
cm-strong,90,1,1,1,0.9200590252876282,"[1, 397, 130, 114, 115]","[0.9200590252876282, 0.018607676029205322, 0.010721665807068348, 0.006896439474076033, 0.006679032929241657]",0.019155999645590782
cm-strong,91,1,1,1,0.11148412525653839,"[1, 391, 107, 427, 977]","[0.11148412525653839, 0.09248857200145721, 0.06285852938890457, 0.051744118332862854, 0.049001798033714294]",0.051872000098228455
cm-strong,92,1,1,1,0.6939588785171509,"[1, 112, 419, 911, 114]","[0.6939588785171509, 0.034635987132787704, 0.013356621377170086, 0.013256048783659935, 0.008427958004176617]",0.14628799259662628
cm-strong,93,1,1,1,0.9737665057182312,"[1, 29, 940, 390, 942]","[0.9737665057182312, 0.004676435142755508, 0.004324488341808319, 0.003381048096343875, 0.0031909411773085594]",0.46353599429130554
cm-strong,94,1,1,1,0.990970253944397,"[1, 719, 850, 954, 684]","[0.990970253944397, 0.0024644320365041494, 0.0014120658161118627, 0.0004633216594811529, 0.00040624968823976815]",0.13122305274009705
cm-strong,95,1,1,1,0.9961733222007751,"[1, 107, 149, 584, 33]","[0.9961733222007751, 0.002381769474595785, 0.0004962919047102332, 0.0001051610815920867, 8.850376616464928e-05]",0.10451733320951462
cm-strong,96,1,1,1,0.9611167907714844,"[1, 989, 945, 607, 90]","[0.9611167907714844, 0.012106730602681637, 0.006035464350134134, 0.0046303230337798595, 0.0027646180242300034]",0.11921951174736023
cm-strong,97,1,1,1,0.637679934501648,"[1, 29, 945, 397, 644]","[0.637679934501648, 0.2244478017091751, 0.03986046835780144, 0.0168622974306345, 0.010765565559267998]",0.12454933673143387
cm-strong,98,1,31,0,0.16750676929950714,"[31, 942, 945, 1, 948]","[0.16750676929950714, 0.1400715857744217, 0.09367512911558151, 0.0655769556760788, 0.052095018327236176]",0.10685866326093674
cm-strong,99,1,108,0,0.06478594988584518,"[108, 110, 396, 1, 395]","[0.06478594988584518, 0.056929297745227814, 0.05582427605986595, 0.047570955008268356, 0.045713212341070175]",0.024613333866000175
cm-strong,100,2,149,0,0.3699142634868622,"[149, 2, 3, 5, 4]","[0.3699142634868622, 0.3124880790710449, 0.21418163180351257, 0.0478510819375515, 0.03144825994968414]",0.17225582897663116
cm-strong,101,2,2,1,0.5343446135520935,"[2, 3, 149, 107, 5]","[0.5343446135520935, 0.42634913325309753, 0.02361392416059971, 0.0033597745932638645, 0.0030911103822290897]",0.2204776555299759
cm-strong,102,2,3,0,0.35250145196914673,"[3, 2, 394, 149, 391]","[0.35250145196914673, 0.24125254154205322, 0.11002504080533981, 0.0577612929046154, 0.056305963546037674]",0.1346827745437622
cm-strong,103,2,2,1,0.8182260990142822,"[2, 3, 146, 4, 149]","[0.8182260990142822, 0.1670304536819458, 0.009631667286157608, 0.0008518657996319234, 0.0007197358645498753]",0.28382715582847595
cm-strong,104,2,3,0,0.5299882292747498,"[3, 2, 980, 34, 33]","[0.5299882292747498, 0.2442624419927597, 0.06312613189220428, 0.04277443140745163, 0.03533903509378433]",0.5008666515350342
cm-strong,105,2,4,0,0.6797954440116882,"[4, 3, 2, 6, 5]","[0.6797954440116882, 0.19852253794670105, 0.07823841273784637, 0.012494005262851715, 0.004992278758436441]",0.08296000212430954
cm-strong,106,2,2,1,0.8165783286094666,"[2, 6, 974, 296, 147]","[0.8165783286094666, 0.09053903073072433, 0.04062299057841301, 0.008942787535488605, 0.00683108763769269]",0.09158387035131454
cm-strong,107,2,148,0,0.33041611313819885,"[148, 97, 146, 99, 2]","[0.33041611313819885, 0.2624109387397766, 0.07654544711112976, 0.061803508549928665, 0.03406038507819176]",0.045107752084732056
cm-strong,108,2,4,0,0.3918249011039734,"[4, 2, 149, 3, 876]","[0.3918249011039734, 0.33023515343666077, 0.11621212214231491, 0.06505022943019867, 0.034463971853256226]",0.2969546616077423
cm-strong,109,2,116,0,0.1513785570859909,"[116, 329, 230, 110, 2]","[0.1513785570859909, 0.1409420371055603, 0.055701229721307755, 0.04818068444728851, 0.0308596882969141]",0.43014106154441833
cm-strong,110,2,2,1,0.5029229521751404,"[2, 3, 149, 4, 33]","[0.5029229521751404, 0.3452298939228058, 0.12358047813177109, 0.013963382691144943, 0.0016731825890019536]",0.21395747363567352
cm-strong,111,2,33,0,0.24356447160243988,"[33, 65, 394, 2, 395]","[0.24356447160243988, 0.11946805566549301, 0.11090625822544098, 0.10720287263393402, 0.06974240392446518]",0.16721801459789276
cm-strong,112,2,716,0,0.1319083273410797,"[716, 129, 985, 591, 721]","[0.1319083273410797, 0.10549220442771912, 0.05535197630524635, 0.04125307500362396, 0.028660442680120468]",0.692155659198761
cm-strong,113,2,2,1,0.598289430141449,"[2, 3, 146, 4, 338]","[0.598289430141449, 0.3991050720214844, 0.0006340108811855316, 0.0005538375116884708, 0.00017668971850071102]",0.2586606442928314
cm-strong,114,2,3,0,0.2537632882595062,"[3, 2, 33, 149, 6]","[0.2537632882595062, 0.19426114857196808, 0.1720300018787384, 0.1202063038945198, 0.10280682146549225]",0.2674790024757385
cm-strong,115,2,2,1,0.7606188058853149,"[2, 3, 33, 980, 394]","[0.7606188058853149, 0.1371426284313202, 0.04779370129108429, 0.026135290041565895, 0.005763445049524307]",0.263270765542984
cm-strong,116,2,146,0,0.20361275970935822,"[146, 279, 258, 283, 2]","[0.20361275970935822, 0.17797383666038513, 0.1345456838607788, 0.11467918753623962, 0.06420722603797913]",0.25321176648139954
cm-strong,117,2,4,0,0.627254068851471,"[4, 2, 3, 6, 394]","[0.627254068851471, 0.3238420784473419, 0.03474661335349083, 0.004813012201339006, 0.0022672724444419146]",0.16102762520313263
cm-strong,118,2,3,0,0.7244210839271545,"[3, 2, 397, 4, 395]","[0.7244210839271545, 0.24864861369132996, 0.0072351316921412945, 0.005323091056197882, 0.0022370340302586555]",0.3200600743293762
cm-strong,119,2,2,1,0.7908334136009216,"[2, 3, 6, 33, 395]","[0.7908334136009216, 0.11330007761716843, 0.03215165436267853, 0.0189259834587574, 0.009755101054906845]",0.24505417048931122
cm-strong,120,2,2,1,0.8708189725875854,"[2, 149, 4, 6, 3]","[0.8708189725875854, 0.0369633287191391, 0.020604413002729416, 0.01774953305721283, 0.01684882491827011]",0.40004202723503113
cm-strong,121,2,2,1,0.8477243781089783,"[2, 149, 107, 150, 344]","[0.8477243781089783, 0.022872649133205414, 0.018467064946889877, 0.0159907229244709, 0.011657253839075565]",0.25139734148979187
cm-strong,122,2,107,0,0.538887083530426,"[107, 5, 2, 3, 6]","[0.538887083530426, 0.12961886823177338, 0.10944814234972, 0.09602482616901398, 0.06628060340881348]",0.4803146719932556
cm-strong,123,2,2,1,0.6113952994346619,"[2, 3, 149, 4, 296]","[0.6113952994346619, 0.28986087441444397, 0.031073950231075287, 0.020867614075541496, 0.009705498814582825]",0.21822933852672577
cm-strong,124,2,2,1,0.9481573700904846,"[2, 3, 405, 6, 4]","[0.9481573700904846, 0.03137083724141121, 0.005375861190259457, 0.0022177777718752623, 0.0021725560072809458]",0.3621801733970642
cm-strong,125,2,2,1,0.6648159027099609,"[2, 3, 148, 296, 395]","[0.6648159027099609, 0.0555046871304512, 0.029690314084291458, 0.029649967327713966, 0.027837444096803665]",0.06856986880302429
cm-strong,126,2,2,1,0.4802212119102478,"[2, 3, 149, 4, 107]","[0.4802212119102478, 0.2800469994544983, 0.1194058358669281, 0.03687882423400879, 0.017094742506742477]",0.2968408763408661
cm-strong,127,2,913,0,0.20248371362686157,"[913, 2, 296, 6, 4]","[0.20248371362686157, 0.0898149386048317, 0.08651268482208252, 0.054644253104925156, 0.0476607009768486]",0.09608717262744904
cm-strong,128,2,224,0,0.1321691870689392,"[224, 93, 129, 387, 568]","[0.1321691870689392, 0.12054863572120667, 0.061208613216876984, 0.04284423962235451, 0.031168481335043907]",0.5595778822898865
cm-strong,129,2,2,1,0.7479192614555359,"[2, 149, 150, 3, 4]","[0.7479192614555359, 0.1770876944065094, 0.031038610264658928, 0.018428340554237366, 0.008085300214588642]",0.19472000002861023
cm-strong,130,2,3,0,0.20961734652519226,"[3, 6, 20, 150, 2]","[0.20961734652519226, 0.10873405635356903, 0.0814390555024147, 0.06910989433526993, 0.05600651726126671]",0.43704503774642944
cm-strong,131,2,2,1,0.6486872434616089,"[2, 3, 107, 149, 980]","[0.6486872434616089, 0.3004138469696045, 0.014425641857087612, 0.01345186959952116, 0.0025622809771448374]",0.2452673316001892
cm-strong,132,2,2,1,0.7723302841186523,"[2, 833, 472, 934, 797]","[0.7723302841186523, 0.04511361941695213, 0.03281666338443756, 0.029620932415127754, 0.016423994675278664]",0.3466401994228363
cm-strong,133,2,2,1,0.7448679208755493,"[2, 3, 5, 4, 150]","[0.7448679208755493, 0.23826397955417633, 0.006132324691861868, 0.0057525672018527985, 0.001415936043485999]",0.30293866991996765
cm-strong,134,2,397,0,0.6251081228256226,"[397, 33, 3, 5, 109]","[0.6251081228256226, 0.04257696494460106, 0.03334687277674675, 0.023122616112232208, 0.02204381674528122]",0.1090773344039917
cm-strong,135,2,2,1,0.8287479281425476,"[2, 3, 4, 147, 391]","[0.8287479281425476, 0.05303892493247986, 0.051510341465473175, 0.011837157420814037, 0.007356835994869471]",0.13069069385528564
cm-strong,136,2,2,1,0.9488314986228943,"[2, 3, 149, 150, 6]","[0.9488314986228943, 0.02040722593665123, 0.02037743479013443, 0.0031264564022421837, 0.0016091621946543455]",0.2820533215999603
cm-strong,137,2,2,1,0.7543333172798157,"[2, 4, 3, 394, 395]","[0.7543333172798157, 0.12450268864631653, 0.09665940701961517, 0.004534486681222916, 0.0025160666555166245]",0.07543712854385376
